Z	X	Y	String
7	0	29	-690945.208469 -1800000.000000 -690945.208469 -1771115.000000
7	0	30	-680819.865937 -1800000.000000 -680819.865937 -1771115.000000
7	0	31	-670402.760064 -1800000.000000 -670402.760064 -1771115.000000
7	0	32	-655647.298394 -1800000.000000 -655647.298394 -1771115.000000
7	0	33	-644626.851127 -1800000.000000 -644626.851127 -1771115.000000
7	0	34	-633254.788035 -1800000.000000 -633254.788035 -1771115.000000
7	0	35	-621604.521466 -1800000.000000 -621604.521466 -1771115.000000
7	0	36	-605549.555931 -1800000.000000 -605549.555931 -1771115.000000
7	0	37	-593203.544804 -1800000.000000 -593203.544804 -1771115.000000
7	0	38	-580440.354564 -1800000.000000 -580440.354564 -1771115.000000
7	0	39	-563334.136942 -1800000.000000 -563334.136942 -1771115.000000
7	0	40	-545839.409215 -1800000.000000 -545839.409215 -1771115.000000
7	0	41	-531951.142739 -1800000.000000 -531951.142739 -1771115.000000
7	0	42	-513704.859576 -1800000.000000 -513704.859576 -1771115.000000
7	0	43	-495016.736831 -1800000.000000 -495016.736831 -1771115.000000
7	0	44	-475923.718003 -1800000.000000 -475923.718003 -1771115.000000
7	0	45	-460423.630251 -1800000.000000 -460423.630251 -1771115.000000
7	0	46	-440515.306102 -1800000.000000 -440515.306102 -1771115.000000
7	0	47	-420158.707597 -1800000.000000 -420158.707597 -1771115.000000
7	0	48	-395435.050444 -1800000.000000 -395435.050444 -1771115.000000
7	0	49	-374306.925172 -1800000.000000 -374306.925172 -1771115.000000
7	0	50	-352738.411825 -1800000.000000 -352738.411825 -1771115.000000
7	0	51	-330815.184292 -1800000.000000 -330815.184292 -1771115.000000
7	0	52	-304504.599995 -1800000.000000 -304504.599995 -1771115.000000
7	0	53	-281815.770459 -1800000.000000 -281815.770459 -1771115.000000
7	0	54	-254759.608256 -1800000.000000 -254759.608256 -1771115.000000
7	0	55	-231428.845969 -1800000.000000 -231428.845969 -1771115.000000
7	0	56	-203758.023301 -1800000.000000 -203758.023301 -1771115.000000
7	0	57	-175843.439144 -1800000.000000 -175843.439144 -1771115.000000
7	0	58	-151703.066411 -1800000.000000 -151703.066411 -1771115.000000
7	0	59	-123316.428703 -1800000.000000 -123316.428703 -1771115.000000
7	0	60	-94744.439298 -1800000.000000 -94744.439298 -1771115.000000
7	0	61	-70049.204539 -1800000.000000 -70049.204539 -1771115.000000
7	0	62	-41253.795309 -1800000.000000 -41253.795309 -1771115.000000
7	0	63	-12421.991808 -1800000.000000 -12421.991808 -1771115.000000
7	0	64	12421.991808 -1800000.000000 12421.991808 -1771115.000000
7	0	65	41253.795309 -1800000.000000 41253.795309 -1771115.000000
7	0	66	70049.204539 -1800000.000000 70049.204539 -1771115.000000
7	0	67	94744.439298 -1800000.000000 94744.439298 -1771115.000000
7	0	68	123316.428703 -1800000.000000 123316.428703 -1771115.000000
7	0	69	151703.066411 -1800000.000000 151703.066411 -1771115.000000
7	0	70	175843.439144 -1800000.000000 175843.439144 -1771115.000000
7	0	71	203758.023301 -1800000.000000 203758.023301 -1771115.000000
7	0	72	231428.845969 -1800000.000000 231428.845969 -1771115.000000
7	0	73	254759.608256 -1800000.000000 254759.608256 -1771115.000000
7	0	74	281815.770459 -1800000.000000 281815.770459 -1771115.000000
7	0	75	304504.599995 -1800000.000000 304504.599995 -1771115.000000
7	0	76	330815.184292 -1800000.000000 330815.184292 -1771115.000000
7	0	77	352738.411825 -1800000.000000 352738.411825 -1771115.000000
7	0	78	374306.925172 -1800000.000000 374306.925172 -1771115.000000
7	0	79	395435.050444 -1800000.000000 395435.050444 -1771115.000000
7	0	80	420158.707597 -1800000.000000 420158.707597 -1771115.000000
7	0	81	440515.306102 -1800000.000000 440515.306102 -1771115.000000
7	0	82	460423.630251 -1800000.000000 460423.630251 -1771115.000000
7	0	83	475923.718003 -1800000.000000 475923.718003 -1771115.000000
7	0	84	495016.736831 -1800000.000000 495016.736831 -1771115.000000
7	0	85	513704.859576 -1800000.000000 513704.859576 -1771115.000000
7	0	86	531951.142739 -1800000.000000 531951.142739 -1771115.000000
7	0	87	545839.409215 -1800000.000000 545839.409215 -1771115.000000
7	0	88	563334.136942 -1800000.000000 563334.136942 -1771115.000000
7	0	89	580440.354564 -1800000.000000 580440.354564 -1771115.000000
7	0	90	593203.544804 -1800000.000000 593203.544804 -1771115.000000
7	0	91	605549.555931 -1800000.000000 605549.555931 -1771115.000000
7	0	92	621604.521466 -1800000.000000 621604.521466 -1771115.000000
7	0	93	633254.788035 -1800000.000000 633254.788035 -1771115.000000
7	0	94	644626.851127 -1800000.000000 644626.851127 -1771115.000000
7	0	95	655647.298394 -1800000.000000 655647.298394 -1771115.000000
7	0	96	670402.760064 -1800000.000000 670402.760064 -1771115.000000
7	0	97	680819.865937 -1800000.000000 680819.865937 -1771115.000000
7	0	98	690945.208469 -1800000.000000 690945.208469 -1771115.000000
7	0	99	700825.311379 -1800000.000000 700825.311379 -1771115.000000
7	0	100	710426.603268 -1800000.000000 710426.603268 -1771115.000000
7	0	101	715755.395717 -1800000.000000 715755.395717 -1771115.000000
7	0	102	724857.865388 -1800000.000000 724857.865388 -1771115.000000
7	0	103	733740.039656 -1800000.000000 733740.039656 -1771115.000000
7	0	104	742407.785354 -1800000.000000 742407.785354 -1771115.000000
7	0	105	750826.800227 -1800000.000000 750826.800227 -1771115.000000
7	0	106	755042.606745 -1800000.000000 755042.606745 -1771115.000000
7	0	107	763100.547958 -1800000.000000 763100.547958 -1771115.000000
7	0	108	770925.785082 -1800000.000000 770925.785082 -1771115.000000
7	0	109	774603.296578 -1800000.000000 774603.296578 -1771115.000000
7	0	110	782057.878485 -1800000.000000 782057.878485 -1771115.000000
7	0	111	785414.145799 -1800000.000000 785414.145799 -1771115.000000
7	0	112	792556.534733 -1800000.000000 792556.534733 -1771115.000000
7	0	113	795609.305687 -1800000.000000 795609.305687 -1771115.000000
7	0	114	802456.546801 -1800000.000000 802456.546801 -1771115.000000
7	0	115	805222.177974 -1800000.000000 805222.177974 -1771115.000000
7	0	116	811829.955242 -1800000.000000 811829.955242 -1771115.000000
7	0	117	814323.475426 -1800000.000000 814323.475426 -1771115.000000
7	0	118	820706.180985 -1800000.000000 820706.180985 -1771115.000000
7	0	119	822941.365002 -1800000.000000 822941.365002 -1771115.000000
7	0	120	825112.176250 -1800000.000000 825112.176250 -1771115.000000
7	0	121	831141.624292 -1800000.000000 831141.624292 -1771115.000000
7	0	122	833112.584581 -1800000.000000 833112.584581 -1771115.000000
7	0	123	834947.803526 -1800000.000000 834947.803526 -1771115.000000
7	0	124	840729.903498 -1800000.000000 840729.903498 -1771115.000000
7	0	125	842421.387749 -1800000.000000 842421.387749 -1771115.000000
7	0	126	844024.645238 -1800000.000000 844024.645238 -1771115.000000
7	0	127	845541.955346 -1800000.000000 845541.955346 -1771115.000000
7	1	0	-845541.955346 -1771115.000000 -845541.955346 -1742230.000000
7	1	1	-844024.645238 -1771115.000000 -844024.645238 -1742230.000000
7	1	2	-842421.387749 -1771115.000000 -842421.387749 -1742230.000000
7	1	3	-840729.903498 -1771115.000000 -840729.903498 -1742230.000000
7	1	4	-834947.803526 -1771115.000000 -834947.803526 -1742230.000000
7	1	5	-833112.584581 -1771115.000000 -833112.584581 -1742230.000000
7	1	6	-831141.624292 -1771115.000000 -831141.624292 -1742230.000000
7	1	7	-825112.176250 -1771115.000000 -825112.176250 -1742230.000000
7	1	8	-822941.365002 -1771115.000000 -822941.365002 -1742230.000000
7	1	9	-820706.180985 -1771115.000000 -820706.180985 -1742230.000000
7	1	10	-814323.475426 -1771115.000000 -814323.475426 -1742230.000000
7	1	11	-811829.955242 -1771115.000000 -811829.955242 -1742230.000000
7	1	12	-805222.177974 -1771115.000000 -805222.177974 -1742230.000000
7	1	13	-802456.546801 -1771115.000000 -802456.546801 -1742230.000000
7	1	14	-795609.305687 -1771115.000000 -795609.305687 -1742230.000000
7	1	15	-792556.534733 -1771115.000000 -792556.534733 -1742230.000000
7	1	16	-785414.145799 -1771115.000000 -785414.145799 -1742230.000000
7	1	17	-782057.878485 -1771115.000000 -782057.878485 -1742230.000000
7	1	18	-774603.296578 -1771115.000000 -774603.296578 -1742230.000000
7	1	19	-770925.785082 -1771115.000000 -770925.785082 -1742230.000000
7	1	20	-763100.547958 -1771115.000000 -763100.547958 -1742230.000000
7	1	21	-755042.606745 -1771115.000000 -755042.606745 -1742230.000000
7	1	22	-750826.800227 -1771115.000000 -750826.800227 -1742230.000000
7	1	23	-742407.785354 -1771115.000000 -742407.785354 -1742230.000000
7	1	24	-733740.039656 -1771115.000000 -733740.039656 -1742230.000000
7	1	25	-724857.865388 -1771115.000000 -724857.865388 -1742230.000000
7	1	26	-715755.395717 -1771115.000000 -715755.395717 -1742230.000000
7	1	27	-710426.603268 -1771115.000000 -710426.603268 -1742230.000000
7	1	28	-700825.311379 -1771115.000000 -700825.311379 -1742230.000000
7	1	29	-690945.208469 -1771115.000000 -690945.208469 -1742230.000000
7	1	30	-680819.865937 -1771115.000000 -680819.865937 -1742230.000000
7	1	31	-670402.760064 -1771115.000000 -670402.760064 -1742230.000000
7	1	32	-655647.298394 -1771115.000000 -655647.298394 -1742230.000000
7	1	33	-644626.851127 -1771115.000000 -644626.851127 -1742230.000000
7	1	34	-633254.788035 -1771115.000000 -633254.788035 -1742230.000000
7	1	35	-621604.521466 -1771115.000000 -621604.521466 -1742230.000000
7	1	36	-605549.555931 -1771115.000000 -605549.555931 -1742230.000000
7	1	37	-593203.544804 -1771115.000000 -593203.544804 -1742230.000000
7	1	38	-580440.354564 -1771115.000000 -580440.354564 -1742230.000000
7	1	39	-563334.136942 -1771115.000000 -563334.136942 -1742230.000000
7	1	40	-545839.409215 -1771115.000000 -545839.409215 -1742230.000000
7	1	41	-531951.142739 -1771115.000000 -531951.142739 -1742230.000000
7	1	42	-513704.859576 -1771115.000000 -513704.859576 -1742230.000000
7	1	43	-495016.736831 -1771115.000000 -495016.736831 -1742230.000000
7	1	44	-475923.718003 -1771115.000000 -475923.718003 -1742230.000000
7	1	45	-460423.630251 -1771115.000000 -460423.630251 -1742230.000000
7	1	46	-440515.306102 -1771115.000000 -440515.306102 -1742230.000000
7	1	47	-420158.707597 -1771115.000000 -420158.707597 -1742230.000000
7	1	48	-395435.050444 -1771115.000000 -395435.050444 -1742230.000000
7	1	49	-374306.925172 -1771115.000000 -374306.925172 -1742230.000000
7	1	50	-352738.411825 -1771115.000000 -352738.411825 -1742230.000000
7	1	51	-330815.184292 -1771115.000000 -330815.184292 -1742230.000000
7	1	52	-304504.599995 -1771115.000000 -304504.599995 -1742230.000000
7	1	53	-281815.770459 -1771115.000000 -281815.770459 -1742230.000000
7	1	54	-254759.608256 -1771115.000000 -254759.608256 -1742230.000000
7	1	55	-231428.845969 -1771115.000000 -231428.845969 -1742230.000000
7	1	56	-203758.023301 -1771115.000000 -203758.023301 -1742230.000000
7	1	57	-175843.439144 -1771115.000000 -175843.439144 -1742230.000000
7	1	58	-151703.066411 -1771115.000000 -151703.066411 -1742230.000000
7	1	59	-123316.428703 -1771115.000000 -123316.428703 -1742230.000000
7	1	60	-94744.439298 -1771115.000000 -94744.439298 -1742230.000000
7	1	61	-70049.204539 -1771115.000000 -70049.204539 -1742230.000000
7	1	62	-41253.795309 -1771115.000000 -41253.795309 -1742230.000000
7	1	63	-12421.991808 -1771115.000000 -12421.991808 -1742230.000000
7	1	64	12421.991808 -1771115.000000 12421.991808 -1742230.000000
7	1	65	41253.795309 -1771115.000000 41253.795309 -1742230.000000
7	1	66	70049.204539 -1771115.000000 70049.204539 -1742230.000000
7	1	67	94744.439298 -1771115.000000 94744.439298 -1742230.000000
7	1	68	123316.428703 -1771115.000000 123316.428703 -1742230.000000
7	1	69	151703.066411 -1771115.000000 151703.066411 -1742230.000000
7	1	70	175843.439144 -1771115.000000 175843.439144 -1742230.000000
7	1	71	203758.023301 -1771115.000000 203758.023301 -1742230.000000
7	1	72	231428.845969 -1771115.000000 231428.845969 -1742230.000000
7	1	73	254759.608256 -1771115.000000 254759.608256 -1742230.000000
7	1	74	281815.770459 -1771115.000000 281815.770459 -1742230.000000
7	1	75	304504.599995 -1771115.000000 304504.599995 -1742230.000000
7	1	76	330815.184292 -1771115.000000 330815.184292 -1742230.000000
7	1	77	352738.411825 -1771115.000000 352738.411825 -1742230.000000
7	1	78	374306.925172 -1771115.000000 374306.925172 -1742230.000000
7	1	79	395435.050444 -1771115.000000 395435.050444 -1742230.000000
7	1	80	420158.707597 -1771115.000000 420158.707597 -1742230.000000
7	1	81	440515.306102 -1771115.000000 440515.306102 -1742230.000000
7	1	82	460423.630251 -1771115.000000 460423.630251 -1742230.000000
7	1	83	475923.718003 -1771115.000000 475923.718003 -1742230.000000
7	1	84	495016.736831 -1771115.000000 495016.736831 -1742230.000000
7	1	85	513704.859576 -1771115.000000 513704.859576 -1742230.000000
7	1	86	531951.142739 -1771115.000000 531951.142739 -1742230.000000
7	1	87	545839.409215 -1771115.000000 545839.409215 -1742230.000000
7	1	88	563334.136942 -1771115.000000 563334.136942 -1742230.000000
7	1	89	580440.354564 -1771115.000000 580440.354564 -1742230.000000
7	1	90	593203.544804 -1771115.000000 593203.544804 -1742230.000000
7	1	91	605549.555931 -1771115.000000 605549.555931 -1742230.000000
7	1	92	621604.521466 -1771115.000000 621604.521466 -1742230.000000
7	1	93	633254.788035 -1771115.000000 633254.788035 -1742230.000000
7	1	94	644626.851127 -1771115.000000 644626.851127 -1742230.000000
7	1	95	655647.298394 -1771115.000000 655647.298394 -1742230.000000
7	1	96	670402.760064 -1771115.000000 670402.760064 -1742230.000000
7	1	97	680819.865937 -1771115.000000 680819.865937 -1742230.000000
7	1	98	690945.208469 -1771115.000000 690945.208469 -1742230.000000
7	1	99	700825.311379 -1771115.000000 700825.311379 -1742230.000000
7	1	100	710426.603268 -1771115.000000 710426.603268 -1742230.000000
7	1	101	715755.395717 -1771115.000000 715755.395717 -1742230.000000
7	1	102	724857.865388 -1771115.000000 724857.865388 -1742230.000000
7	1	103	733740.039656 -1771115.000000 733740.039656 -1742230.000000
7	1	104	742407.785354 -1771115.000000 742407.785354 -1742230.000000
7	1	105	750826.800227 -1771115.000000 750826.800227 -1742230.000000
7	1	106	755042.606745 -1771115.000000 755042.606745 -1742230.000000
7	1	107	763100.547958 -1771115.000000 763100.547958 -1742230.000000
7	1	108	770925.785082 -1771115.000000 770925.785082 -1742230.000000
7	1	109	774603.296578 -1771115.000000 774603.296578 -1742230.000000
7	1	110	782057.878485 -1771115.000000 782057.878485 -1742230.000000
7	1	111	785414.145799 -1771115.000000 785414.145799 -1742230.000000
7	1	112	792556.534733 -1771115.000000 792556.534733 -1742230.000000
7	1	113	795609.305687 -1771115.000000 795609.305687 -1742230.000000
7	1	114	802456.546801 -1771115.000000 802456.546801 -1742230.000000
7	1	115	805222.177974 -1771115.000000 805222.177974 -1742230.000000
7	1	116	811829.955242 -1771115.000000 811829.955242 -1742230.000000
7	1	117	814323.475426 -1771115.000000 814323.475426 -1742230.000000
7	1	118	820706.180985 -1771115.000000 820706.180985 -1742230.000000
7	1	119	822941.365002 -1771115.000000 822941.365002 -1742230.000000
7	1	120	825112.176250 -1771115.000000 825112.176250 -1742230.000000
7	1	121	831141.624292 -1771115.000000 831141.624292 -1742230.000000
7	1	122	833112.584581 -1771115.000000 833112.584581 -1742230.000000
7	1	123	834947.803526 -1771115.000000 834947.803526 -1742230.000000
7	1	124	840729.903498 -1771115.000000 840729.903498 -1742230.000000
7	1	125	842421.387749 -1771115.000000 842421.387749 -1742230.000000
7	1	126	844024.645238 -1771115.000000 844024.645238 -1742230.000000
7	1	127	845541.955346 -1771115.000000 845541.955346 -1742230.000000
7	2	0	-845541.955346 -1742230.000000 -845541.955346 -1713345.000000
7	2	1	-844024.645238 -1742230.000000 -844024.645238 -1713345.000000
7	2	2	-842421.387749 -1742230.000000 -842421.387749 -1713345.000000
7	2	3	-840729.903498 -1742230.000000 -840729.903498 -1713345.000000
7	2	4	-834947.803526 -1742230.000000 -834947.803526 -1713345.000000
7	2	5	-833112.584581 -1742230.000000 -833112.584581 -1713345.000000
7	2	6	-831141.624292 -1742230.000000 -831141.624292 -1713345.000000
7	2	7	-825112.176250 -1742230.000000 -825112.176250 -1713345.000000
7	2	8	-822941.365002 -1742230.000000 -822941.365002 -1713345.000000
7	2	9	-820706.180985 -1742230.000000 -820706.180985 -1713345.000000
7	2	10	-814323.475426 -1742230.000000 -814323.475426 -1713345.000000
7	2	11	-811829.955242 -1742230.000000 -811829.955242 -1713345.000000
7	2	12	-805222.177974 -1742230.000000 -805222.177974 -1713345.000000
7	2	13	-802456.546801 -1742230.000000 -802456.546801 -1713345.000000
7	2	14	-795609.305687 -1742230.000000 -795609.305687 -1713345.000000
7	2	15	-792556.534733 -1742230.000000 -792556.534733 -1713345.000000
7	2	16	-785414.145799 -1742230.000000 -785414.145799 -1713345.000000
7	2	17	-782057.878485 -1742230.000000 -782057.878485 -1713345.000000
7	2	18	-774603.296578 -1742230.000000 -774603.296578 -1713345.000000
7	2	19	-770925.785082 -1742230.000000 -770925.785082 -1713345.000000
7	2	20	-763100.547958 -1742230.000000 -763100.547958 -1713345.000000
7	2	21	-755042.606745 -1742230.000000 -755042.606745 -1713345.000000
7	2	22	-750826.800227 -1742230.000000 -750826.800227 -1713345.000000
7	2	23	-742407.785354 -1742230.000000 -742407.785354 -1713345.000000
7	2	24	-733740.039656 -1742230.000000 -733740.039656 -1713345.000000
7	2	25	-724857.865388 -1742230.000000 -724857.865388 -1713345.000000
7	2	26	-715755.395717 -1742230.000000 -715755.395717 -1713345.000000
7	2	27	-710426.603268 -1742230.000000 -710426.603268 -1713345.000000
7	2	28	-700825.311379 -1742230.000000 -700825.311379 -1713345.000000
7	2	29	-690945.208469 -1742230.000000 -690945.208469 -1713345.000000
7	2	30	-680819.865937 -1742230.000000 -680819.865937 -1713345.000000
7	2	31	-670402.760064 -1742230.000000 -670402.760064 -1713345.000000
7	2	32	-655647.298394 -1742230.000000 -655647.298394 -1713345.000000
7	2	33	-644626.851127 -1742230.000000 -644626.851127 -1713345.000000
7	2	34	-633254.788035 -1742230.000000 -633254.788035 -1713345.000000
7	2	35	-621604.521466 -1742230.000000 -621604.521466 -1713345.000000
7	2	36	-605549.555931 -1742230.000000 -605549.555931 -1713345.000000
7	2	37	-593203.544804 -1742230.000000 -593203.544804 -1713345.000000
7	2	38	-580440.354564 -1742230.000000 -580440.354564 -1713345.000000
7	2	39	-563334.136942 -1742230.000000 -563334.136942 -1713345.000000
7	2	40	-545839.409215 -1742230.000000 -545839.409215 -1713345.000000
7	2	41	-531951.142739 -1742230.000000 -531951.142739 -1713345.000000
7	2	42	-513704.859576 -1742230.000000 -513704.859576 -1713345.000000
7	2	43	-495016.736831 -1742230.000000 -495016.736831 -1713345.000000
7	2	44	-475923.718003 -1742230.000000 -475923.718003 -1713345.000000
7	2	45	-460423.630251 -1742230.000000 -460423.630251 -1713345.000000
7	2	46	-440515.306102 -1742230.000000 -440515.306102 -1713345.000000
7	2	47	-420158.707597 -1742230.000000 -420158.707597 -1713345.000000
7	2	48	-395435.050444 -1742230.000000 -395435.050444 -1713345.000000
7	2	49	-374306.925172 -1742230.000000 -374306.925172 -1713345.000000
7	2	50	-352738.411825 -1742230.000000 -352738.411825 -1713345.000000
7	2	51	-330815.184292 -1742230.000000 -330815.184292 -1713345.000000
7	2	52	-304504.599995 -1742230.000000 -304504.599995 -1713345.000000
7	2	53	-281815.770459 -1742230.000000 -281815.770459 -1713345.000000
7	2	54	-254759.608256 -1742230.000000 -254759.608256 -1713345.000000
7	2	55	-231428.845969 -1742230.000000 -231428.845969 -1713345.000000
7	2	56	-203758.023301 -1742230.000000 -203758.023301 -1713345.000000
7	2	57	-175843.439144 -1742230.000000 -175843.439144 -1713345.000000
7	2	58	-151703.066411 -1742230.000000 -151703.066411 -1713345.000000
7	2	59	-123316.428703 -1742230.000000 -123316.428703 -1713345.000000
7	2	60	-94744.439298 -1742230.000000 -94744.439298 -1713345.000000
7	2	61	-70049.204539 -1742230.000000 -70049.204539 -1713345.000000
7	2	62	-41253.795309 -1742230.000000 -41253.795309 -1713345.000000
7	2	63	-12421.991808 -1742230.000000 -12421.991808 -1713345.000000
7	2	64	12421.991808 -1742230.000000 12421.991808 -1713345.000000
7	2	65	41253.795309 -1742230.000000 41253.795309 -1713345.000000
7	2	66	70049.204539 -1742230.000000 70049.204539 -1713345.000000
7	2	67	94744.439298 -1742230.000000 94744.439298 -1713345.000000
7	2	68	123316.428703 -1742230.000000 123316.428703 -1713345.000000
7	2	69	151703.066411 -1742230.000000 151703.066411 -1713345.000000
7	2	70	175843.439144 -1742230.000000 175843.439144 -1713345.000000
7	2	71	203758.023301 -1742230.000000 203758.023301 -1713345.000000
7	2	72	231428.845969 -1742230.000000 231428.845969 -1713345.000000
7	2	73	254759.608256 -1742230.000000 254759.608256 -1713345.000000
7	2	74	281815.770459 -1742230.000000 281815.770459 -1713345.000000
7	2	75	304504.599995 -1742230.000000 304504.599995 -1713345.000000
7	2	76	330815.184292 -1742230.000000 330815.184292 -1713345.000000
7	2	77	352738.411825 -1742230.000000 352738.411825 -1713345.000000
7	2	78	374306.925172 -1742230.000000 374306.925172 -1713345.000000
7	2	79	395435.050444 -1742230.000000 395435.050444 -1713345.000000
7	2	80	420158.707597 -1742230.000000 420158.707597 -1713345.000000
7	2	81	440515.306102 -1742230.000000 440515.306102 -1713345.000000
7	2	82	460423.630251 -1742230.000000 460423.630251 -1713345.000000
7	2	83	475923.718003 -1742230.000000 475923.718003 -1713345.000000
7	2	84	495016.736831 -1742230.000000 495016.736831 -1713345.000000
7	2	85	513704.859576 -1742230.000000 513704.859576 -1713345.000000
7	2	86	531951.142739 -1742230.000000 531951.142739 -1713345.000000
7	2	87	545839.409215 -1742230.000000 545839.409215 -1713345.000000
7	2	88	563334.136942 -1742230.000000 563334.136942 -1713345.000000
7	2	89	580440.354564 -1742230.000000 580440.354564 -1713345.000000
7	2	90	593203.544804 -1742230.000000 593203.544804 -1713345.000000
7	2	91	605549.555931 -1742230.000000 605549.555931 -1713345.000000
7	2	92	621604.521466 -1742230.000000 621604.521466 -1713345.000000
7	2	93	633254.788035 -1742230.000000 633254.788035 -1713345.000000
7	2	94	644626.851127 -1742230.000000 644626.851127 -1713345.000000
7	2	95	655647.298394 -1742230.000000 655647.298394 -1713345.000000
7	2	96	670402.760064 -1742230.000000 670402.760064 -1713345.000000
7	2	97	680819.865937 -1742230.000000 680819.865937 -1713345.000000
7	2	98	690945.208469 -1742230.000000 690945.208469 -1713345.000000
7	2	99	700825.311379 -1742230.000000 700825.311379 -1713345.000000
7	2	100	710426.603268 -1742230.000000 710426.603268 -1713345.000000
7	2	101	715755.395717 -1742230.000000 715755.395717 -1713345.000000
7	2	102	724857.865388 -1742230.000000 724857.865388 -1713345.000000
7	2	103	733740.039656 -1742230.000000 733740.039656 -1713345.000000
7	2	104	742407.785354 -1742230.000000 742407.785354 -1713345.000000
7	2	105	750826.800227 -1742230.000000 750826.800227 -1713345.000000
7	2	106	755042.606745 -1742230.000000 755042.606745 -1713345.000000
7	2	107	763100.547958 -1742230.000000 763100.547958 -1713345.000000
7	2	108	770925.785082 -1742230.000000 770925.785082 -1713345.000000
7	2	109	774603.296578 -1742230.000000 774603.296578 -1713345.000000
7	2	110	782057.878485 -1742230.000000 782057.878485 -1713345.000000
7	2	111	785414.145799 -1742230.000000 785414.145799 -1713345.000000
7	2	112	792556.534733 -1742230.000000 792556.534733 -1713345.000000
7	2	113	795609.305687 -1742230.000000 795609.305687 -1713345.000000
7	2	114	802456.546801 -1742230.000000 802456.546801 -1713345.000000
7	2	115	805222.177974 -1742230.000000 805222.177974 -1713345.000000
7	2	116	811829.955242 -1742230.000000 811829.955242 -1713345.000000
7	2	117	814323.475426 -1742230.000000 814323.475426 -1713345.000000
7	2	118	820706.180985 -1742230.000000 820706.180985 -1713345.000000
7	2	119	822941.365002 -1742230.000000 822941.365002 -1713345.000000
7	2	120	825112.176250 -1742230.000000 825112.176250 -1713345.000000
7	2	121	831141.624292 -1742230.000000 831141.624292 -1713345.000000
7	2	122	833112.584581 -1742230.000000 833112.584581 -1713345.000000
7	2	123	834947.803526 -1742230.000000 834947.803526 -1713345.000000
7	2	124	840729.903498 -1742230.000000 840729.903498 -1713345.000000
7	2	125	842421.387749 -1742230.000000 842421.387749 -1713345.000000
7	2	126	844024.645238 -1742230.000000 844024.645238 -1713345.000000
7	2	127	845541.955346 -1742230.000000 845541.955346 -1713345.000000
7	3	0	-845541.955346 -1713345.000000 -845541.955346 -1684500.000000
7	3	1	-844024.645238 -1713345.000000 -844024.645238 -1684500.000000
7	3	2	-842421.387749 -1713345.000000 -842421.387749 -1684500.000000
7	3	3	-840729.903498 -1713345.000000 -840729.903498 -1684500.000000
7	3	4	-834947.803526 -1713345.000000 -834947.803526 -1684500.000000
7	3	5	-833112.584581 -1713345.000000 -833112.584581 -1684500.000000
7	3	6	-831141.624292 -1713345.000000 -831141.624292 -1684500.000000
7	3	7	-825112.176250 -1713345.000000 -825112.176250 -1684500.000000
7	3	8	-822941.365002 -1713345.000000 -822941.365002 -1684500.000000
7	3	9	-820706.180985 -1713345.000000 -820706.180985 -1684500.000000
7	3	10	-814323.475426 -1713345.000000 -814323.475426 -1684500.000000
7	3	11	-811829.955242 -1713345.000000 -811829.955242 -1684500.000000
7	3	12	-805222.177974 -1713345.000000 -805222.177974 -1684500.000000
7	3	13	-802456.546801 -1713345.000000 -802456.546801 -1684500.000000
7	3	14	-795609.305687 -1713345.000000 -795609.305687 -1684500.000000
