key	latitude	longitude	first_year	last_year	時代	種別	所在地
mtDNA5749	40.816667	16.416667	-700	-300	7th - 4th c. BCE	Italy_IA	Botromagno
mtDNA5750	59.4489	24.4831	-539	-386	539-386 calBCE (2361±29 BP, SUERC-44060 (GU29241)	Baltic_EIA	Ilmandu, Harju, EST
mtDNA5751	42.73305556	68.34055556	250	527	250-527 calCE (1687±37 BP, UBA-31224)	Steppe_Central_Nomad	Tian Shan
mtDNA5752	36.984398	79.947998	421	538	1529-1412 BP	Xinjiang_South_Hist	Bizili (BZL), Luopu County.
mtDNA5753	46.7881094	17.8398853	530	600	530-600 AD	Germanic	Szólád
mtDNA5754	60.29	10.63	700	1100	700-1100 CE	Viking	Nor_South
mtDNA5755	57.34	18.19	900	1050	900-1050 CE	Viking	Gotland
mtDNA5756	50.08975	14.3984	1020	1159	1020-1159 calAD	Czech_MA	AO872
mtDNA5757	55.395833	10.388611	1044	1214	1044-1214 cal AD (MAMS 26166)	Nordic_MA	St. Jorgen
mtDNA5758	51.5083988	-0.070648	1347	1351	1347-1351 AD	Britain_MA	East Smithfield, London
mtDNA5759	55.395833	10.388611	1270	1536	1270-1536 AD (most 1270-1400) 	Nordic_MA	St. Jorgen
mtDNA5760	51.74403753	94.44946289	-700	-500	2330 ± 55 (human bone)	Uyuk	Eki-Ottug 1–6
mtDNA5761	47.3217	21.1186	900	1100	10-11th-century	Magyar	Püspökladány-Eperjesvölgy, Hajdú-Bihar County
mtDNA5762	48.133333	21.716667	940	1075	940-1075 AD	Magyar	Ibrány-Esbóhalom, Szabolcs-Szatmár-Bereg County
mtDNA5763	51.508355	-0.070821	1324	1374	1349 AD	England_MA	East Smithfield 
mtDNA5764	51.5094	-0.0723	1350	1400	1375 AD	England_MA	St. Mary Graces 
mtDNA5765	46.5874	20.22408	900	1000	10th c. AD	Magyar	Szegvár-Szőlőkalja, Csongrád County
mtDNA5766	48.961111	10.130556	1486	1627	1,486–1,627 calAD	CEU_EM	Ellwangen
mtDNA5767	36.984398	79.947998	138	345	1812-1605 BP	Xinjiang_South_Hist	Hetian, Luopu County.
mtDNA5768	34.810556	-2.408333	-20143	-19470	22093-21420 Cal BP	Iberomaurusian	Grotte des pigeons, Taforalt, Oujda
mtDNA5769	53.156486	90.207811	-2900	-1800	2900-1800 BCE	Okunevo	Verkhni Askiz
mtDNA5770	53.156486	90.207811	-2201	-2035	2201-2035 calBCE (3725±25 BP, UCIAMS-147668)	Okunevo	Verkhni Askiz
mtDNA5771	48.2004193	21.5311235	900	925	early 10th c. AD	Magyar	Kenézlő-Fazekaszug I-II, Hungary
mtDNA5772	46.483333	19.066667	966	1033	2nd third 10th c. to 1st third 11th century	Magyar	Homokmégy-Székes, Bács-Kiskun County
mtDNA5773	45.0630692	7.529118	600	800	VII-VIII c.	Germanic	Rivoli, Corso Levi (Turin)
mtDNA5774	46.48081	90.747725	-2570	-2015	4520-3965 BP	Chemurchek	Chagangole (CGGL), Qinghe County.
mtDNA5775	45.85636	91.931779	-1196	-1011	1196-1011 BCE	Altai_MLBA	Lower terrace, Uliastai River, Khovd 
mtDNA5776	43.6045786	82.4614991	-321	-205	384 BCE (21.1%) 345 BCE; 321 BCE (74.3%) 205 BCE	Xinjiang_West_IA	G218 (NLKG218), Nilka County.
mtDNA5777	43.6045786	82.4614991	-359	-18	2309-1968 BP	Xinjiang_West_IA	G218 (NLKG218), Nilka County.
mtDNA5778	55.05	10.53	850	900	850-900 CE	Viking	Funen
mtDNA5779	51.508355	-0.070821	1324	1374	1349 AD	England_MA	East Smithfield 
mtDNA5780	51.508355	-0.070821	1324	1374	1349 AD	England_MA	East Smithfield 
mtDNA5781	55.395833	10.388611	1270	1536	1270-1536 AD (most 1270-1400) 	Nordic_MA	St. Jorgen
mtDNA5782	56.450894	9.382773997	1225	1275	1250 AD	Denmark_MA	Faldborg 
mtDNA5783	51.7316986	11.7950483	-2200	-1550	2200-1550 cal BC	Unetice	Leau 2
mtDNA5784	46.5874	20.22408	900	1000	10th c. AD	Magyar	Szegvár-Szőlőkalja, Csongrád County
mtDNA5785	53.727491	-8.238402	-2201	-2045	2201-2045 cal BC	Ireland_EBA	Grange, Roscommon
mtDNA5786	54.762914	11.5320777	1325	1375	1350 AD	Denmark_MA	Refshale, Maribo, Lolland
mtDNA5787	51.5094	-0.0723	1444	1494	1469 AD	England_MA	St. Mary Graces 
mtDNA5788	51.5094	-0.0723	1444	1494	1469 AD	England_MA	St. Mary Graces 
mtDNA5789	48.961111	10.130556	1486	1627	1,486–1,627 calAD	CEU_EM	Ellwangen
mtDNA5790	50.156484	14.538727	-2271	-2042	3745±22 BP	Unetice	Praha-Miškovice_13, Bohemia
mtDNA5791	55.5	10.33	800	1100	800-1100 CE	Viking	Funen
mtDNA5792	39.2	46.4	-1196	-932	1196-932 calBCE (2879±31 BP, OxA-31001)	Armenia_MLBA	Kapan
mtDNA5793	29.9	31.2	-357	-206	357-206 cal BC	Egypt_Ptolemaic	Abusir el-Meleq
mtDNA5794	46.5874	20.22408	900	1000	10th c. AD	Magyar	Szegvár-Szőlőkalja, Csongrád County
mtDNA5795	41.50138889	75.79472222	431	594	431-594 calCE (1546±33 BP, UBA-31192)	Hun	Tian Shan
mtDNA5796	43.6045786	82.4614991	-119	16	163 BCE (9.7%) 128 BCE; 119 BCE (85.7%) 16 CE	Xinjiang_West_IA	Guanjingtai (NLKCSC), Nilka County.
mtDNA5797	42.0507	2.867	990	1154	990-1154 calCE (1010±30 BP, Beta-458692)	Iberia_MA	Sant Julià de Ramis, Girona, Catalonia
mtDNA5798	48.89	12.57	510	530	510-530 CE	Germanic	Straubing- Bajuwarenstraße
mtDNA5799	50.94607	23.759593	-2000	-1800	2000-1800 BCE	Poland_EMBA	Raciborowice Kolonia 2
mtDNA5800	31.666667	34.566667	-1614	-1514	1614-1514 calBCE (3296±18 BP, MAMS-30689)	Levant_MLBA	Ashkelon
mtDNA5801	46.7881094	17.8398853	530	600	530-600 AD	Germanic	Szólád
mtDNA5802	42.232227	24.262688	-4451	-4354	4451-4354 calBCE (5578±23 BP, MAMS-28135)	Balkans_CA	Yunatsite
mtDNA5803	44.6689	18.0919	-4200	-4100	~4200 BC	Croatia_C	Potočani
mtDNA5804	53.9	13.233333	-2850	-2650	ca. 2750 calBC	CEU_LN	Kruckow
mtDNA5805	42.37274929	25.62149048	-2197	-2166	Early Bronze Age	Bulgaria_EBA	Bereketska mogila
mtDNA5806	35.08	25.83	-1900	-1600	ca. 3700 YBP	Minoan	Lasithi Cave, near Ayios Charalambos
mtDNA5807	50.46531	20.796	-1600	-1400	1600-1400 BCE	Poland_MLBA	Żerniki Górne 1
mtDNA5808	38.299444	27.018889	-325	-300	325-300 BC	Anatolia_IA	Karamattepe 
mtDNA5809	52.06666667	53.93333333	-400	-100	4th-2nd c. BC	Sarmatian	Southern Ural
mtDNA5810	39.158	20.987	-470	-30	470-30 BC	Greece_Ancient	Ancient Ambracia
mtDNA5811	46.7424519	17.5591474	430	460	middle third of the 5th century	Hungary_MA	Fonyód
mtDNA5812	48.2004193	21.5311235	900	925	early 10th c. AD	Magyar	Kenézlő-Fazekaszug I-II, Hungary
mtDNA5813	47.2407	21.1866	900	1000	10th century AD	Magyar	Sárrétudvari-Hízóföld, Hajdú-Bihar County
mtDNA5814	55.326936	8.774665	1275	1536	1275-1536 AD	Nordic_MA	Ribe
mtDNA5815	49.8799	20.6937	-2900	-2500	2900-2500 BC	Globular_Amphora_Zlota	Złota 
mtDNA5816	49.916111	22.860833	-2469	-2211	2469-2211 calBCE (3890±35 BP, Poz-90780)	Niche_Graves	Święte
mtDNA5817	48.89	12.57	510	530	510-530 CE	Germanic	Straubing- Bajuwarenstraße
mtDNA5818	43.2131	27.8644	-4713	-4509	4713-4509 calBCE [union of two dates: 4713-4549 calBCE (5787±30 BP, OxA-13688); 4692-4509 calBCE (5755±24 BP, OxA-13688)]	Balkans_N	Varna
mtDNA5819	50.365945	14.446606	-1946	-1749	3526±36 BP	Unetice	Vliněves_2427, Bohemia
mtDNA5820	54.85	10.78	900	1000	900-1000 CE	Viking	Langeland
mtDNA5821	47.2407	21.1866	900	1000	10th century AD	Magyar	Sárrétudvari-Hízóföld, Hajdú-Bihar County
mtDNA5822	42.37274929	25.62149048	-2197	-2166	Early Bronze Age	Bulgaria_EBA	Bereketska mogila
mtDNA5823	47.443101	85.874096	-2287	-2137	4237-4087 BP	Xinjiang_North_EMBA	Songshugou (SSG), Tacheng District.
mtDNA5824	49.992004	15.776861	-1860	-1640	3416±25 BP	Unetice	Mikulovice_17, Bohemia
mtDNA5825	53.82419444	84.61233333	-1613	-1503	1613-1503 calBCE (3280±20 BP, PSUAMS-6984)	Steppe_Central_MLBA	Chumysh-Perekat-1
mtDNA5826	49.3341	85.7872	-360	-175	360-175 calBC	Pazyryk	Berel 2013/5
mtDNA5827	43.157293	81.130974	-326	-204	392 BCE (25.9%) 341 BCE; 326 BCE (69.5%) 204 BCE	Xinjiang_West_IA	Simutasi (SMTS), Zhaosu County.
mtDNA5828	47.7675	102.4483333	-100	100	first century BC - first century AD	Xiongnu	Tamir Ulaan Khoshuu cemetery in Central Mongolia
mtDNA5829	38.2	67.2	-39	88	1989-1862 calBP (95.4%)	Turan_LIA	Rabat
mtDNA5830	36.984398	79.947998	421	538	1529-1412 BP	Xinjiang_South_Hist	Bizili (BZL), Luopu County.
mtDNA5831	60.36	10.57	600	1100	600-1100 CE	Viking	Nor_South
mtDNA5832	47.1905055	18.4100996	1100	1200	12th c.	Magyar	Saint Stephen Basilica, Székesfehérvár, Hungary
mtDNA5833	55.5	10.33	800	1100	800-1100 CE	Viking	Funen
mtDNA5834	55.3279617	8.7577333	1425	1475	1450 AD	Denmark_MA	Ribe Gråbrødre 
mtDNA5835	56.433333	9.4	1225	1275	1250 AD	Denmark_MA	Sct. Drotten/Sct. Leonisgade 
mtDNA5836	48.3145421	17.5062277	700	900	8th-9th c. AD	Avar_Slav	Avar-Slavic burial site Cífer-Pác
mtDNA5837	51.403611	21.156667	1000	1200	XI–XII c.	Poland_MA	Radom
mtDNA5838	37.894565	23.715403	-3100	-2000	3200/3000-2000 BCE	Greece_EBA	Agios Kosmas, Attica, southern Greece
mtDNA5839	51.48	12.13	-3950	-3400	3950-3400 cal BC	CEU_MN	Halle-Queis
mtDNA5840	51.47583333	12.13388889	-3950	-3400	3950-3400 BCE	CEU_MN	Halle-Queis
mtDNA5841	50.00873	15.23091	-3800	-3500	inferred	CEU_N	Kolín-Šťáralka_68/H6, Bohemia
mtDNA5842	48.44526	7.67118	-650	-450	650-450 BCE	France_EIA	Nordhouse
mtDNA5843	41.7478821	12.2594749	1	400	1-400 CE	Italy_Imperial	Isola Sacra
mtDNA5844	45.816667	25.591667	1141	1211	ca. 1141-1217	Romania_MA	Feldioara / Marienburg necropolis (Brașov County)
mtDNA5845	51.79	11.14	-2030	-1870	2030-1870 calBC 1σ (3587 ± 55 BP)	Unetice	Quedlinburg
mtDNA5846	57.34	18.19	900	1050	900-1050 CE	Viking	Gotland
mtDNA5847	48.663	12.707	-2800	-1800	2800-1800 BCE	Bell_Beaker	Landau an der Isar, Bavaria
mtDNA5848	48.663	12.707	-2800	-1800	2800-1800 BCE	Bell_Beaker	Landau an der Isar, Bavaria
mtDNA5849	46.28333333	17.85	412	604	412-604 CE	Germanic	Szólád, Hungary
mtDNA5850	46.7881094	17.8398853	530	600	530-600 AD	Germanic	Szólád
mtDNA5851	45.934722	20.404444	-2134	-1737	2134-1737 BC	Balkans_EBA	Mokrin necropolis
mtDNA5852	45.934722	20.404444	-2134	-1737	2134-1737 BC	Balkans_EBA	Mokrin necropolis
mtDNA5853	47.4925	19.051389	-650	-450	2,600-2,400 ybp	Balkans_IA	Kesznyéten-Szérűskert, Hungary
mtDNA5854	51.82	10.91	-2200	-1550	2200-1550 cal BC	Unetice	Benzingerode-Heimburg
mtDNA5855	18.0781	-66.6355	545	1071	Undetermined	America_South_Pre_Columbian	Tibes
mtDNA5856	47.0222187	21.5480518	900	1200	10-12th c. AD	Magyar	Magyarhomoróg-Kónya-domb, Hungary
mtDNA5857	48.29573	10.89103	-2137	-1980	2137-1980 calBC	CEU_EBA	Haunstetten – Postillionstraße
mtDNA5858	51.5094	-0.0723	1350	1400	1375 AD	England_MA	St. Mary Graces 
mtDNA5859	42.616667	25.4	-3100	-2600		Balkans_EBA	Kazanlak, Tell Kran
mtDNA5860	42.616667	25.4	-3100	-2600		Balkans_EBA	Kazanlak, Tell Kran
mtDNA5861	47.6188466	16.7940292	475	500	end of the 5th century	Germanic	Hegykő
mtDNA5862	51.8718767	10.9040204	-5500	-4775	5500-4775 cal BC	LBK	Derenburg-Meerenstieg II
mtDNA5863	51.66	11.53	-4625	-4250	4625-4250 cal BC	LBK	Oberwiederstedt 3, Schrammhoehe
mtDNA5864	46.616667	10.866667	-662	-572	2567± 45 (LTL2778A), associated remains, 2412± 45 (LTL2781A), associated remains	Italy_IA	Latsch Latsch, South Tyrol
mtDNA5865	45.467615	11.58982	-1925	-1775	3532 ± 35 BP; 1926–1775 cal BCE	Italy_BA	Grottina dei Covoloni del Broion, Italy
mtDNA5866	41.3144	15.6266	-770	-476	2476 ± 29 BP; 770  -476 calBCE	Apulia_IA	Ordona
mtDNA5867	43.67556	4.23619	-400	-300	400-300  calBC	France_LIA	Le Cailar
mtDNA5868	34.24401415	35.66240212	-2000	-1600	1800 BCE	Levant_BA	FAD10 290/305 434
mtDNA5869	46.483333	19.066667	966	1033	2nd third 10th c. to 1st third 11th century	Magyar	Homokmégy-Székes, Bács-Kiskun County
mtDNA5870	60.9942858	25.5010498	1050	1300	1050-1300 AD	Finland_MA	Hollola13
mtDNA5871	60.9942858	25.5010498	1185	1285	1185-1285 calAD	Finland_MA	Hollola7
mtDNA5872	55.3279617	8.7577333	1225	1275	1250 AD	Denmark_MA	Ribe Gråbrødre 
mtDNA5873	51.5208356	-0.0769301	1445	1495	1470 AD	England_MA	St. Mary Spital
mtDNA5874	48.296	11.903	480	510	480-510 CE	Germanic	Altenerding- Klettham
mtDNA5875	51.89583333	11.04666667	-5500	-4775	5500-4775 cal BC	LBK	Halberstadt-Sonntagsfeld
mtDNA5876	50.028889	15.201157	-4656	-4456	4656-4456 calBCE (5710±25 BP, UGAMS-9614)	Megalithic	Kolin
mtDNA5877	48.8833	12.5332	-2456	-2202	2456-2202 calBCE (3844±33 BP, BRAMS-1218)	Bell_Beaker	Alburg-Lerchenhaid, Spedition Häring, Stkr. Straubing, Bavaria
mtDNA5878	47.767097	8.872239	-2135	-1901	2135-1901 calBCE (3641±29 BP, MAMS-21971)	CEU_EBA	Singen (D)
mtDNA5879	49.9507062	20.2935962	-2900	-2500	2900-2500 BC	Globular_Amphora_Zlota	Książnice 2
mtDNA5880	50.033343	15.168084	-2017	-1784	3570±25 BP	Unetice	Kolín I_3037-I, Bohemia
mtDNA5881	43.6578297	25.360575	-2100	-1200	2100-1200 BC	Thracian	SE Romania (Zimnicea, Smeeni,Candesti,Cioinagi-Balintesti, Gradistea-Coslogeni)
mtDNA5882	41.7552257	12.2948926	400	600	400-600 CE	Italy_LA	San Ercolano
mtDNA5883	59.96630997	37.41773432	1100	1300	1100-1300 AD	Slav_Early	Vicinity Lake Beloe, Vologda Oblast
mtDNA5884	59.96630997	37.41773432	1100	1300	1100-1300 AD	Slav_Early	Vicinity Lake Beloe, Vologda Oblast
mtDNA5885	61.85	-6.8	1500	1700	1500-1700 CE	Nordic_MA	Faroes
mtDNA5886	50.0504153	14.3667267	-2500	-2200	2500-2200 BCE	Bell_Beaker	
mtDNA5887	55.860972	9.855472	1675	1725	1700 AD	Denmark_MA	Klosterkirken 
mtDNA5888	46.665	17.2709	800	1000	turn of 8-9th c. to  turn of 10-11th c.	Avar_Magyar	Vörs-Papkert, Somogy County
mtDNA5889	51.35833333	7.55111111	-3800	-3400		CEU_LN	Blätterhöhle at Hagen, Sauerland region, Westphalia
mtDNA5890	51.5094	-0.0723	1444	1494	1469 AD	England_MA	St. Mary Graces 
mtDNA5891	55.731944	37.656667	1680	1742	1680–1742 AD	Russia_Early_Modern	Church of the Sign of the Novospassky Monastery
mtDNA5892	50.170278	20.573056	-2915	-2698	2915-2698 calBCE (4239±33 BP)	Globular_Amphora	Koszyce, site 3
mtDNA5893	48.26656	10.87857	-2113	-1915	cal BC 2113-1915 	CEU_EBA	Königsbrunn – Obere Kreuzstraße (Baugebiet 110)
mtDNA5894	48.74175	76.99573333	-1743	-1623	1743-1623 calBCE (3395±20 BP, PSUAMS-2939)	Andronovo	Kairan
mtDNA5895	48.22519	10.84977	-1682	-1505	1682-1505 cal BC	CEU_MBA	Oberottmarshausen – Kiesgrube Lauter
mtDNA5896	46.6960997	19.0328195	900	1000	10thc. AD	Magyar	Harta-Freifelt
mtDNA5897	61.7192469	26.5754661	1200	1400	1200–1400 AD	Finland_MA	Tuukkala13
mtDNA5898	40.1	44.29	-5900	-5600	5900-5600 BC	Armenia_NEO	Aknashen
mtDNA5899	51.28305556	11.65	-5500	-4775	5500-4775 cal BC	LBK	Karsdorf
mtDNA5900	51.5208356	-0.0769301	1200	1250	1225 AD	England_MA	St. Mary Spital
mtDNA5901	41.49194444	2.138888889	-2850	-2250	2850-2250 BCE	Bell_Beaker	Paris Street, Cerdanyola, Barcelona
mtDNA5902	45.934722	20.404444	-2134	-1737	2134-1737 BC	Balkans_EBA	Mokrin necropolis
mtDNA5903	41.8863476	12.4898133	400	600	400-600 CE	Italy_LA	Celio
mtDNA5904	48.33	10.895	-2459	-2204	2459-2204 calBCE (3855±35 BP, Poz-84458)	Bell_Beaker	Augsburg Sportgelände, Augsburg, Bavaria
mtDNA5905	37.583333	13.75	-900	-600	9th-7th c. BC	Sicily_IA	Polizzello
mtDNA5906	47.1905055	18.4100996	1100	1300	N/A	Magyar	Saint Stephen Basilica, Székesfehérvár, Hungary
mtDNA5907	51.28305556	11.65	-5500	-4775	5500-4775 cal BC	LBK	Karsdorf
mtDNA5908	55.860972	9.855472	1675	1725	1700 AD	Denmark_MA	Klosterkirken 
mtDNA5909	51.5094	-0.0723	1350	1400	1375 AD	England_MA	St. Mary Graces 
mtDNA5910	43.16089	25.88341	-771	-541	771-541 calBCE (2490±20 BP, PSUAMS-4402)	Balkans_IA	Dzhulyunitsa
mtDNA5911	43.5222	3.5625	-3487	-3107	3487-3107 calBC	France_LN	Corconne
mtDNA5912	65.71	-23.75	900	1000	900-1000 CE	Viking	Hringsdalur
mtDNA5913	50.46531	20.796	-1600	-1400	1600-1400 BCE	Poland_MLBA	Żerniki Górne 1
mtDNA5914	50.46531	20.796	-1526	-1396	1526-1396 cal BC	Poland_MLBA	Żerniki Górne 1 
mtDNA5915	50.149624	20.049544	-1450	-1300	1450-1300 BCE	Poland_MLBA	Pielgrzymowice 9
mtDNA5916	49.672978	-1.7378289	-300	-100	300-100 BC	France_IA	Urville-Nacqueville necropolis
mtDNA5917	48.31077978	11.86720573	350	450	second half 4th-first half 5th c.	Germanic	east of Erding (Kletthamer Feld, Upper Bavaria)
mtDNA5918	51.35833333	7.55111111	-3503	-3428	3503-3428 calBC (Calpal), 3429 ± 60 calBC (Oxcal) ,4615 ± 30 BP	CEU_LN	Blätterhöhle at Hagen, Sauerland region, Westphalia
mtDNA5919	47.4437535	8.3827726	-2700	-2300	2500 BC	Corded_Ware	Spreitenbach-Moosweg 
mtDNA5920	47.4437535	8.3827726	-2700	-2300	2500 BC	Corded_Ware	Spreitenbach-Moosweg 
mtDNA5921	47.4437535	8.3827726	-2700	-2300	2500 BC	Corded_Ware	Spreitenbach-Moosweg 
mtDNA5922	51.82	10.91	-2200	-1550	2200-1550 cal BC	Unetice	Benzingerode-Heimburg
mtDNA5923	45.0792	7.5783	580	630	580-630 CE	Germanic	Collegno
mtDNA5924	45.0897785	7.5865634	570	635	570-630/640 AD	Germanic	Collegno
mtDNA5925	45.0897785	7.5865634	570	635	570-630/640 AD	Germanic	Collegno
mtDNA5926	45.0897785	7.5865634	570	635	570-630/640 AD	Germanic	Collegno
mtDNA5927	46.665	17.2709	800	1000	turn of 8-9th c. to  turn of 10-11th c.	Avar_Magyar	Vörs-Papkert, Somogy County
mtDNA5928	51.5208356	-0.0769301	1200	1250	1225 AD	England_MA	St. Mary Spital
mtDNA5929	55.8611696	9.8444774	1325	1375	1350 AD	Denmark_MA	Ole Wormsgade 
mtDNA5930	51.5094	-0.0723	1421	1471	1446 AD	England_MA	St. Mary Graces 
mtDNA5931	55.3279617	8.7577333	1425	1475	1450 AD	Denmark_MA	Ribe Gråbrødre 
mtDNA5932	48.961111	10.130556	1486	1627	1,486–1,627 calAD	CEU_EM	Ellwangen
mtDNA5933	50.723611	23.893333	200	400	200-400 AD	Germanic	Masłomęcz
mtDNA5934	44.493656	28.092617	773	906	773-906 calAD	Balkans_MA	Capidava
mtDNA5935	48.327874	21.719835	900	950	first half 10th c. AD	Magyar	Karos-Eperjesszög II, Hungary
mtDNA5936	61.7192469	26.5754661	1200	1400	1200–1400 AD	Finland_MA	Tuukkala6
mtDNA5937	54.762914	11.5320777	1325	1375	1350 AD	Denmark_MA	Refshale, Maribo, Lolland
mtDNA5938	48.89	12.57	530	560	530-560 CE	Germanic	Straubing- Bajuwarenstraße
mtDNA5939	51.508355	-0.070821	1324	1374	1349 AD	England_MA	East Smithfield 
mtDNA5940	55.4498384	8.4058414	1225	1275	1250 AD	Denmark_MA	Nordby 
mtDNA5941	51.5094	-0.0723	1350	1400	1375 AD	England_MA	St. Mary Graces 
mtDNA5942	47.017	21.55	900	1200	10th c. vs. 11th-12th c. AD	Magyar	Magyarhomorog-Kónyadomb, Hajdú-Bihar County
mtDNA5943	47.255	8.2158	-2490	-2294	2557-2293 calBCE (3921±34 BP, BE-7985.1.1)	Corded_Ware	Spreitenbach CWC (CH)
mtDNA5944	47.017	21.55	900	1200	10th c. vs. 11th-12th c. AD	Magyar	Magyarhomorog-Kónyadomb, Hajdú-Bihar County
mtDNA5945	50.46531	20.796	-2000	-1300		Poland_MLBA	Żerniki Górne 1
mtDNA5946	50.46531	20.796	-1601	-1411	1601-1411 cal BC	Poland_MLBA	Żerniki Górne 1
mtDNA5947	50.46531	20.796	-1497	-1305	1497-1305 cal BC	Poland_MLBA	Żerniki Górne 1
mtDNA5948	50.46531	20.796	-1407	-1231	1407-1231 cal BC	Poland_MLBA	Żerniki Górne 1
mtDNA5949	50.207055	35.285673	-750	-404	750-404 calBCE (2430±30 BP, Poz-)	Scythian	Kup'evaha
mtDNA5950	47.2407	21.1866	900	1000	10th century AD	Magyar	Sárrétudvari-Hízóföld, Hajdú-Bihar County
mtDNA5951	47.7841803	19.1351781	1800	1900	19th c. AD	Magyar_modern	Vác
mtDNA5952	60.5688901	27.1881877	1700	1800	1700-1800 AD	Finland_Christian	Hamina3
mtDNA5953	30.24720461	79.73739624	1660	1950	1660-1950 calCE (195±15 BP, PSUAMS-4569)	India_Modern	Roopkund Lake
mtDNA5954	49.997104	92.054003	-381	-195		Uyuk	Chandman Mountain, Uvs 
mtDNA5955	49.96	92.05	-361	-170	361-170 calBCE (2190±25 BP, PSUAMS-7270)	Uyuk	Uvs aimag, Ulaangom sum, Chandman Uul, Ulaangom cemetery Grave #35, Burial 2
mtDNA5956	29.9	31.2	-889	-803	889-803 cal BC 	Egypt_Pre_Ptolemaic	Abusir el-Meleq
mtDNA5957	37.583333	13.75	-900	-600	9th-7th c. BC	Sicily_IA	Polizzello
mtDNA5958	49.41303	3.0484	-400	-100	400-100 BCE	France_LIA	Attichy-Bitry
mtDNA5959	48.1723102	11.7159097	435	631	435-631 calAD (530-570 AD)	Germanic	Aschheim-Bajuwarenring,Bavaria, Germany
mtDNA5960	48.1723102	11.7159097	435	631	435-631 calAD (530-570 AD)	Germanic	Aschheim-Bajuwarenring,Bavaria, Germany
mtDNA5961	48.1723102	11.7159097	435	631	435-631 calAD (530-570 AD)	Germanic	Aschheim-Bajuwarenring,Bavaria, Germany
mtDNA5962	46.5816447	20.2266415	575	700	late 6-7th c. AD	Avar	Szegvár-Oromdűlő
mtDNA5963	54.54069525	9.619490148	1070	1210	1070-1210 AD	Nordic_MA	Rathausmarkt
mtDNA5964	37.678056	30.519444	1000	1300	11th-13th c. AD	Byzantine	Sagalassos
mtDNA5965	37.678056	30.519444	1000	1300	11th-13th c. AD	Byzantine	Sagalassos
mtDNA5966	37.678056	30.519444	1000	1300	11th-13th c. AD	Byzantine	Sagalassos
mtDNA5967	40.15	45.25	-1185	-1129	1383-1241 BC (3107 ± 28 calBP)	Armenia_LBA	Nerqin Getashen
mtDNA5968	40.15	45.86	-1118	-854	1118-854 calBCE (2827±40 BP, UBA-27938)	Armenia_MLBA	Norabak
mtDNA5969	33.896528	35.511389	-52	107	52 calBCE - 107 calCE (2010±26 BP, UBA-41185)	Levant_Roman	Beirut SFI-1106
mtDNA5970	46.6684	29.8001	-400	-150	400-150 BCE	Scythian	Glinoe
mtDNA5971	51.61666667	39.18333333	-300	-200	3rd c. BCE	Scythian	North Pontic region
mtDNA5972	48.46	7.48	-5000	-4400	5000-4400 calBC	LBK	Obernai, Alsace
mtDNA5973	47.8652728	3.6079823	-4900	-4500	4900-4500 calBC	France_EMN	Gurgy 'Les Noisats', Southern Paris Basin
mtDNA5974	47.8652728	3.6079823	-4900	-4500	4900-4500 calBC	France_EMN	Gurgy 'Les Noisats', Southern Paris Basin
mtDNA5975	48.46	7.48	-4651	-4456	4651-4456 cal BC (5697 ± 32 BP)	LBK	Obernai, Alsace
mtDNA5976	44.6689	18.0919	-4200	-4100	~4200 BC	Croatia_C	Potočani
mtDNA5977	48.701847	7.566428	-3957	-3766	3957-3766 cal BC (5050 ± 35 BP )	CEU_LN	Gougenheim, Alsace, France
mtDNA5978	48.701847	7.566428	-3953	-3715	3953-3715 cal BC (5040 ± 35 BP )	CEU_LN	Gougenheim, Alsace, France
mtDNA5979	46.55	43.66	-2550	-2050	4500-4000 cal BP	Catacomb	Temrta III
mtDNA5980	47.2	35.56	-2550	-2050	4500-4000 cal BP	Catacomb	Vinogradnoe
mtDNA5981	38.1907	62.0343	-2286	-2064	2286-2064 calBCE (3770±20 BP, PSUAMS-2806)	BMAC	Gonur
mtDNA5982	43.8586899	12.9313215	-800	-600	8th-7th c. BC	Italy_IA	Novilara, Marche, Pesaro and Urbino
mtDNA5983	43.8586899	12.9313215	-800	-600	8th-7th c. BC	Italy_IA	Novilara, Marche, Pesaro and Urbino
mtDNA5984	49.672978	-1.7378289	-300	-100	300-100 BC	France_IA	Urville-Nacqueville necropolis
mtDNA5985	49.672978	-1.7378289	-300	-100	300-100 BC	France_IA	Urville-Nacqueville necropolis
mtDNA5986	47.8652728	3.6079823	-120	-80	120-80 BC	France_IA	Gurgy 'Les Noisats', Southern Paris Basin
mtDNA5987	49.639683	102.953085	-300	200	3rd c. BC - 2nd c. AD	Xiongnu	Egyin Gol Valley
mtDNA5988	49.639683	102.953085	-300	200	3rd c. BC - 2nd c. AD	Xiongnu	Egyin Gol Valley
mtDNA5989	49.639683	102.953085	-300	200	300 BC-200 AD	Xiongnu	Egyin Gol Valley
mtDNA5990	49.639683	102.953085	-300	200	300 BC-200 AD	Xiongnu	Egyin Gol Valley
mtDNA5991	48.1723102	11.7159097	431	544	431-544 calAD (530-570 AD)	Germanic	Aschheim-Bajuwarenring,Bavaria, Germany
mtDNA5992	68.480365	16.603646	600	800		Merovingian	Nordland
mtDNA5993	65.001046	11.926695	800	1000		Viking	Nord-Trøndelag
mtDNA5994	68.342422	15.680795	800	1000		Viking	Nordland
mtDNA5995	54.54069525	9.619490148	1070	1210	1070-1210 AD	Nordic_MA	Rathausmarkt
