id	name	ja-JP	region	min_pop_placed_per_cell	max_pop_placed_per_cell	init_pop	immigrant	increased_immigration	mtdna_region	language_region	pop_ad725	directions	direction_min_distance	language	hunter_gatherer	farming	snp	agricultural_capable
77	null	null	4	4	20	0	0	0	okhotsk	test9	0	1/1/1/1/1/1/1/1	160	2	255	0	0	0
78	null	null	4	4	20	0	0	0	okhotsk	test9	0	1/1/1/1/1/1/1/1	160	2	255	0	0	0
79	null	null	4	4	20	0	0	0	okhotsk	test9	0	1/1/1/1/1/1/1/1	160	2	255	0	0	0
80	null	null	4	4	20	0	0	0	okhotsk	test9	0	1/1/1/1/1/1/1/1	160	2	255	0	0	0
81	null	null	4	4	20	0	0	0	okhotsk	test9	0	1/1/1/1/1/1/1/1	160	2	255	0	0	0
82	null	null	4	4	20	0	0	0	okhotsk	test9	0	1/1/1/1/1/1/1/1	160	1	255	0	0	0
83	null	null	4	4	20	0	0	0	okhotsk	test9	0	1/1/1/1/1/1/1/1	160	1	255	0	0	0
84	null	null	4	4	20	0	0	0	okhotsk	test9	0	1/1/1/1/1/1/1/1	160	1	255	0	0	0
85	null	null	4	4	20	0	0	0	okhotsk	test9	0	1/1/1/1/1/1/1/1	160	1	255	0	0	0
86	null	null	4	4	20	0	0	0	okhotsk	test9	0	1/1/1/1/1/1/1/1	160	1	255	0	0	0
87	null	null	4	4	20	0	0	0	okhotsk	test9	0	1/1/1/1/1/1/1/1	160	1	255	0	0	0
88	null	null	4	4	20	0	0	0	okhotsk	test9	0	1/1/1/1/1/1/1/1	160	0	255	0	0	0
89	null	null	4	4	20	0	0	0	okhotsk	test9	0	1/1/1/1/1/1/1/1	160	0	255	0	0	0
90	null	null	4	4	20	0	0	0	okhotsk	test9	0	1/1/1/1/1/1/1/1	160	0	255	0	0	0
