latitude	longitude	first_year	last_year	texture	overall_length
35.82278998	140.1287868	-2202	-2102	MtDNA_N9b	100
35.55638371	140.2894522	-2176	-2076	MtDNA_M7a	100
38.81617109	110.2617342	-2164	-2064	MtDNA_D5a	100
31.45639668	130.7263328	-2142.5	-2042.5	MtDNA_M7a	100
34.18295151	113.6094756	-2136	-2036	MtDNA_N9a	100
35.66540245	140.3901597	-2136	-2036	MtDNA_N9b	100
32.11648251	130.4449389	-2132.5	-2032.5	MtDNA_M7a	100
36.92112438	102.8832424	-2118	-2018	MtDNA_C4a	100
32.3439647	130.7939624	-2102.5	-2002.5	MtDNA_M7a	100
36.17538615	103.1724608	-2096	-1996	MtDNA_G1c	100
33.75520423	114.9397939	-2087	-1987	MtDNA_D4b	100
33.6692813	114.2635691	-2084	-1984	MtDNA_D4	100
33.73969217	115.0963882	-2072.5	-1972.5	MtDNA_D4b	100
24.55111998	124.6450505	-2070	-1970	MtDNA_M7a	100
32.86375433	130.7426512	-2070	-1970	MtDNA_M7a	100
33.96990495	115.1741218	-2056	-1956	MtDNA_F2h	100
35.85615711	140.1425419	-2051	-1951	MtDNA_N9b	100
35.36894009	140.0859092	-2050	-1950	MtDNA_B5b	100
35.81753949	140.0640888	-2050	-1950	MtDNA_B4f	100
35.74467343	139.6534596	-2050	-1950	MtDNA_D4b	100
35.51281112	139.9708155	-2050	-1950	MtDNA_M7a	100
35.52693668	139.8681847	-2050	-1950	MtDNA_M7a	100
35.46136763	139.8592637	-2050	-1950	MtDNA_M7a	100
35.45860345	139.6619357	-2050	-1950	MtDNA_N9b	100
35.52195363	139.8740294	-2050	-1950	MtDNA_N9b	100
35.68606984	139.988107	-2050	-1950	MtDNA_M7a	100
35.98103592	139.938081	-2050	-1950	MtDNA_N9b	100
35.83917849	139.9088061	-2050	-1950	MtDNA_N9b	100
36.10553287	139.8708602	-2050	-1950	MtDNA_N9b	100
35.699722	139.999722	-2050	-1950	MtDNA_N9b	100
39.13333562	142.1451563	-2050	-1950	MtDNA_M7a	100
39.3254321	142.1221994	-2050	-1950	MtDNA_N9b	100
39.15100698	141.5779836	-2050	-1950	MtDNA_M7a	100
38.99866374	141.5535739	-2050	-1950	MtDNA_D4b	100
38.80661957	141.539683	-2050	-1950	MtDNA_N9b	100
39.11095648	141.508836	-2050	-1950	MtDNA_M7a	100
47.5383037	123.7476089	-2050	-1950	MtDNA_D4c	100
47.27631227	123.6264497	-2050	-1950	MtDNA_D4j	100
47.21577653	123.9678188	-2050	-1950	MtDNA_D4b	100
47.43327323	123.6470901	-2050	-1950	MtDNA_D4	100
42.58003086	119.0701526	-2050	-1950	MtDNA_Z3	100
42.36723718	119.1852515	-2050	-1950	MtDNA_N	100
42.32565525	119.2368314	-2050	-1950	MtDNA_A22	100
42.15239986	119.2537317	-2050	-1950	MtDNA_N9a	100
38.85350129	110.0951202	-2050	-1950	MtDNA_G2a	100
39.04901821	110.3208346	-2050	-1950	MtDNA_D4g	100
38.91397879	110.5208659	-2050	-1950	MtDNA_N	100
38.81701222	110.3150598	-2050	-1950	MtDNA_B4a	100
38.72114112	110.4471305	-2050	-1950	MtDNA_A	100
36.00512403	102.9399071	-2050	-1950	MtDNA_F1g	100
36.29628634	103.1865424	-2050	-1950	MtDNA_A18	100
36.1520269	103.2430992	-2050	-1950	MtDNA_B4c	100
36.00806303	103.0372895	-2050	-1950	MtDNA_F1g	100
36.26080408	103.265864	-2050	-1950	MtDNA_F1a	100
35.8876828	103.1426888	-2050	-1950	MtDNA_F1g	100
36.13059962	103.2758635	-2050	-1950	MtDNA_M11	100
38.59278952	82.1139557	-2050	-1950	MtDNA_R	100
38.36399582	82.10633501	-2050	-1950	MtDNA_Y1b	100
36.51805721	102.3220838	-2050	-1950	MtDNA_D4b	100
36.91551621	103.0524535	-2050	-1950	MtDNA_M9a	100
36.89106535	102.0384392	-2050	-1950	MtDNA_D4b	100
36.8390091	102.3462359	-2050	-1950	MtDNA_F1b	100
36.59109358	102.457118	-2050	-1950	MtDNA_G2b	100
36.91	102.54	-2050	-1950	MtDNA_G3a	100
36.19444465	140.1552817	-2050	-1950	MtDNA_M10	100
36.09984682	140.2014636	-2050	-1950	MtDNA_A	100
36.12793064	140.2482726	-2050	-1950	MtDNA_M8a	100
36.08472537	140.4963181	-2050	-1950	MtDNA_M10	100
35.98697746	140.5579685	-2050	-1950	MtDNA_G2a	100
36.00223516	140.1752432	-2050	-1950	MtDNA_B4b	100
36.09168519	140.2875229	-2050	-1950	MtDNA_D4	100
35.91365208	140.2514408	-2050	-1950	MtDNA_B4	100
35.63566738	140.647545	-2050	-1950	MtDNA_N9b	100
35.83956581	140.7363565	-2050	-1950	MtDNA_B4b	100
35.6501499	140.5522726	-2050	-1950	MtDNA_N9b	100
35.81118689	140.7423848	-2050	-1950	MtDNA_M7a	100
35.79188872	140.3129062	-2050	-1950	MtDNA_A	100
35.48929519	140.4206524	-2050	-1950	MtDNA_N9b	100
35.69143363	140.5847386	-2050	-1950	MtDNA_D4	100
35.60855584	140.7069975	-2050	-1950	MtDNA_M7b	100
35.53611779	140.6052075	-2050	-1950	MtDNA_B4b	100
35.59715502	140.352133	-2050	-1950	MtDNA_F	100
35.8857296	140.5751351	-2050	-1950	MtDNA_D4	100
26.090166	127.723397	-2035	-1935	MtDNA_M7a	100
38.65370818	101.1732211	-2017	-1917	MtDNA_R	100
35.81392135	140.1270549	-2012.5	-1912.5	MtDNA_N9b	100
35.59619912	140.4219041	-2012	-1912	MtDNA_N9b	100
33.84858645	114.1399105	-2009.5	-1909.5	MtDNA_D4e	100
34.35747693	113.6566416	-2000	-1900	MtDNA_D5a	100
35.80141822	140.4022849	-1987	-1887	MtDNA_N9b	100
36.9196142	102.5318758	-1966	-1866	MtDNA_G3a	100
36.57433956	103.2030452	-1955	-1855	MtDNA_G2a	100
36.38219499	103.2221815	-1950	-1850	MtDNA_F2g	100
38.43840582	82.07785454	-1907.5	-1807.5	MtDNA_C4	100
32.96289114	132.5647245	-1867.5	-1767.5	MtDNA_M7a	100
38.60397349	100.9835408	-1865	-1765	MtDNA_B4c	100
45.69572011	141.4392896	-1855	-1755	MtDNA_N9b	100
35.85352975	140.2947754	-1836	-1736	MtDNA_N9b	100
32.82292683	130.2740378	-1831.25	-1731.25	MtDNA_M7a	100
32.5997636	130.5957957	-1807.5	-1707.5	MtDNA_M7a	100
33.08167494	130.7116502	-1805	-1705	MtDNA_N9b	100
35.60349178	140.4120475	-1764	-1664	MtDNA_N9b	100
45.52637523	141.3282393	-1750	-1650	MtDNA_N9b	100
45.4572901	141.2268142	-1750	-1650	MtDNA_N9b	100
45.70703395	141.2093404	-1750	-1650	MtDNA_N9b	100
45.58347657	141.2775431	-1750	-1650	MtDNA_N9b	100
45.7304541	141.2912767	-1750	-1650	MtDNA_D4h	100
45.69060473	141.2395376	-1750	-1650	MtDNA_M7a	100
45.82102258	141.4096359	-1750	-1650	MtDNA_D4h	100
45.67062247	141.1366509	-1750	-1650	MtDNA_N9b	100
45.89265534	141.2328473	-1750	-1650	MtDNA_N9b	100
45.57802309	141.1356308	-1750	-1650	MtDNA_D4h	100
45.6060139	141.0426181	-1750	-1650	MtDNA_D4h	100
45.89590679	141.1541653	-1750	-1650	MtDNA_N9b	100
45.7610421	141.4134794	-1750	-1650	MtDNA_N9b	100
32.90763827	130.7581458	-1707.5	-1607.5	MtDNA_M7a	100
35.76719139	103.9312351	-1706	-1606	MtDNA_R	100
27.76416345	128.9085876	-1692.5	-1592.5	MtDNA_M7a	100
35.62713043	140.2437276	-1689	-1589	MtDNA_N9b	100
42.15948259	119.3663032	-1654	-1554	MtDNA_B5b	100
33.01575731	130.9413171	-1645	-1545	MtDNA_N9b	100
32.88636243	130.5916412	-1625	-1525	MtDNA_M7a	100
32.60100241	130.8854847	-1615	-1515	MtDNA_M7a	100
35.58064192	104.2183526	-1584	-1484	MtDNA_G2a	100
38.984444	141.669722	-1550	-1450	MtDNA_M7a	100
35.04329982	104.3012766	-1550	-1450	MtDNA_B4c	100
34.7786574	104.2112952	-1550	-1450	MtDNA_B4d	100
34.87493457	104.1417376	-1550	-1450	MtDNA_D4j	100
35.11130277	104.2060413	-1550	-1450	MtDNA_G1c	100
35.01744865	104.188602	-1550	-1450	MtDNA_D5a	100
39.0694715	141.4839179	-1535	-1435	MtDNA_M7a	100
32.87091479	130.7001552	-1522.5	-1422.5	MtDNA_M7a	100
32.79723732	130.5430905	-1515	-1415	MtDNA_M7a	100
33.06230491	130.8239233	-1512.5	-1412.5	MtDNA_M7a	100
32.66476632	130.7081386	-1470	-1370	MtDNA_M7a	100
38.28897298	75.47155262	-1450	-1350	MtDNA_H6a	100
38.19263726	75.89470686	-1450	-1350	MtDNA_H6a	100
37.88543537	75.68325035	-1450	-1350	MtDNA_H5b	100
38.26816109	75.46467313	-1450	-1350	MtDNA_H11	100
38.08605735	75.71353285	-1450	-1350	MtDNA_HV1	100
37.84459372	75.46062596	-1450	-1350	MtDNA_I4a	100
38.3348696	75.61452733	-1450	-1350	MtDNA_R1b	100
37.84511587	75.472224	-1450	-1350	MtDNA_R1b	100
38.26306372	75.90675357	-1450	-1350	MtDNA_T2a	100
38.22877819	75.4486353	-1450	-1350	MtDNA_U1a	100
38.03819732	75.73375035	-1450	-1350	MtDNA_U2e	100
38.10963439	75.8514426	-1450	-1350	MtDNA_U2e	100
38.02104774	75.54505218	-1450	-1350	MtDNA_U2e	100
38.30580945	75.78265828	-1450	-1350	MtDNA_U4a	100
38.12123695	75.74340177	-1450	-1350	MtDNA_U4c	100
40	97.7	-1450	-1350	MtDNA_M10	100
32.6713971	130.5551476	-1447.5	-1347.5	MtDNA_N9b	100
37.96334461	141.0151145	-1380	-1280	MtDNA_N9b	100
36.5114652	101.8665564	-1350	-1250	MtDNA_D4h	100
36.13876621	101.8547479	-1350	-1250	MtDNA_G1c	100
36.39822788	101.5196933	-1350	-1250	MtDNA_Z4a	100
38.1131007	141.3872797	-1328.5	-1228.5	MtDNA_M7a	100
37.99290313	141.3863475	-1328.5	-1228.5	MtDNA_M7a	100
39.19457645	141.5490798	-1291.5	-1191.5	MtDNA_N9b	100
29.153034	129.211569	-1287.5	-1187.5	MtDNA_M7a	100
38.0389892	141.1579167	-1277	-1177	MtDNA_N9b	100
35.57929382	113.5768237	-1227	-1127	MtDNA_C4a	100
38.87597401	141.6046657	-1220	-1120	MtDNA_N9b	100
39.14516929	142.2367118	-1194	-1094	MtDNA_N9b	100
39.10934006	141.8972768	-1190	-1090	MtDNA_N9b	100
34.778083	134.767167	-1170	-1070	MtDNA_N9b	100
32.96204192	130.8611145	-1150	-1050	MtDNA_N9b	100
35.37010074	113.3123622	-1150	-1050	MtDNA_A5b	100
32.92507438	130.6825778	-1137.5	-1037.5	MtDNA_M7a	100
32.619616	130.1339234	-1137.5	-1037.5	MtDNA_M7a	100
39.04583883	141.4858456	-1134	-1034	MtDNA_M7a	100
32.89144846	130.7267759	-1077.5	-977.5	MtDNA_M7a	100
38.619444	141.005	-1050	-950	MtDNA_N9b	100
36.0333259	140.6750688	-1050	-950	MtDNA_N9b	100
35.59391212	140.6814644	-1050	-950	MtDNA_N9b	100
35.92130051	140.3498095	-1050	-950	MtDNA_N9b	100
35.98181921	140.6397008	-1050	-950	MtDNA_N9b	100
35.76720324	140.5055209	-1050	-950	MtDNA_N9b	100
35.76730798	140.2580558	-1050	-950	MtDNA_N9b	100
35.6941955	140.5540904	-1050	-950	MtDNA_N	100
40.33159396	141.9319815	-1050	-950	MtDNA_M7a	100
40.27126808	141.8452003	-1050	-950	MtDNA_M7a	100
38.35404546	141.4471152	-1050	-950	MtDNA_N9b	100
38.46993458	141.6246111	-1050	-950	MtDNA_N9b	100
38.82465616	141.3801601	-1050	-950	MtDNA_M7a	100
38.62550022	141.3894864	-1050	-950	MtDNA_M7a	100
38.43060572	141.3962156	-1050	-950	MtDNA_N9b	100
38.34349085	141.3926872	-1050	-950	MtDNA_N9b	100
43.41201244	118.767916	-1050	-950	MtDNA_D4m	100
43.41203342	118.6917966	-1050	-950	MtDNA_B4c	100
43.39123129	118.6993259	-1050	-950	MtDNA_D5b	100
27.67267175	128.9633669	-1007.5	-907.5	MtDNA_M7a	100
39.4050416	141.9316774	-1007.5	-907.5	MtDNA_M7a	100
32.70507956	130.8670441	-965	-865	MtDNA_M7a	100
34.16584413	95.93543817	-950	-850	MtDNA_D5a	100
34.23920106	96.02969289	-950	-850	MtDNA_D5a	100
34.14470931	95.90380383	-950	-850	MtDNA_A15	100
34.11569857	95.92178236	-950	-850	MtDNA_G2a	100
43.08032392	118.6669998	-913	-813	MtDNA_D4j	100
33.00129915	130.8414687	-877.5	-777.5	MtDNA_M7a	100
25.30410237	125.650814	-857.5	-757.5	MtDNA_M7a	100
42.55227094	141.2109597	-850	-750	MtDNA_N9b	100
42.54835521	140.7919046	-850	-750	MtDNA_N9b	100
42.78909277	141.0518795	-850	-750	MtDNA_N9b	100
42.80811232	140.8994217	-850	-750	MtDNA_N9b	100
43.43195198	144.8078406	-850	-750	MtDNA_N9b	100
42.75877242	140.4392986	-850	-750	MtDNA_N9b	100
31.066975	97.207192	-850	-750	MtDNA_B4d	100
42.9661397	141.222923	-850	-750	MtDNA_N9b	100
42.63824252	141.0623648	-850	-750	MtDNA_N9b	100
42.99268825	141.0286411	-850	-750	MtDNA_N9b	100
43.0695988	140.5039317	-850	-750	MtDNA_N9b	100
26.67162471	127.7545118	-835	-735	MtDNA_M7a	100
26.48962986	127.8031357	-825	-725	MtDNA_D4	100
28.0619984	129.3424479	-820	-720	MtDNA_M7a	100
38.90171884	141.1872849	-819	-719	MtDNA_N9b	100
39.12748429	141.4490412	-814	-714	MtDNA_N9b	100
31.53810881	97.34888415	-750	-650	MtDNA_G2a	100
31.37988448	97.50960512	-750	-650	MtDNA_F1g	100
31.5147087	97.38392429	-750	-650	MtDNA_Z4a	100
33.54216351	129.9131573	-730	-630	MtDNA_M7a	100
24.95077769	125.667139	-728	-628	MtDNA_M7a	100
35.24771016	137.2952144	-715	-615	MtDNA_M7a	100
35.58283315	136.928996	-715	-615	MtDNA_D4g	100
35.62549421	137.3236828	-715	-615	MtDNA_B4c	100
36.30358807	102.2284015	-690	-590	MtDNA_A17	100
45.9218839	124.190787	-675	-575	MtDNA_D4c	100
34.71183864	137.5026273	-669	-569	MtDNA_N9b	100
26.73225953	127.86741	-657.5	-557.5	MtDNA_M7a	100
36.36206093	102.0911576	-650	-550	MtDNA_A15	100
36.7159814	113.6878637	-635.5	-535.5	MtDNA_D4c	100
36.69003619	113.7184238	-635.5	-535.5	MtDNA_Y1b	100
34.7823659	137.3793657	-633	-533	MtDNA_M7a	100
38.95516328	141.6155247	-550	-450	MtDNA_N9b	100
39.19662326	141.3007239	-550	-450	MtDNA_M7a	100
39.2028288	141.4093723	-550	-450	MtDNA_M7a	100
32	90.9	-550	-450	MtDNA_G2b	100
24.36287215	106.8143773	-550	-450	MtDNA_G3a	100
24.28621947	106.5232789	-550	-450	MtDNA_G3a	100
33.85563207	129.6904568	-550	-450	MtDNA_D4c	100
27.86571161	129.0182044	-527.5	-427.5	MtDNA_M7a	100
27.71447726	129.1505317	-490	-390	MtDNA_M7a	100
43.6779822	93.35561177	-430	-330	MtDNA_D4j	100
24.44423161	124.6304536	-412	-312	MtDNA_M7a	100
46.02579409	123.841411	-400	-300	MtDNA_C4a	100
46.06746759	124.0043575	-400	-300	MtDNA_G2a	100
46.00098448	124.1436191	-400	-300	MtDNA_B4c	100
45.92856347	124.1874929	-400	-300	MtDNA_G2a	100
45.90678309	124.1359132	-400	-300	MtDNA_F1b	100
34.34079333	131.2984855	-372	-272	MtDNA_D4b	100
34.40750937	130.9833936	-372	-272	MtDNA_D4b	100
33.55932034	130.7978202	-372	-272	MtDNA_B4b	100
33.38423399	130.4159323	-372	-272	MtDNA_D4b	100
34.03400039	113.9296822	-359	-259	MtDNA_B4d	100
42.954363	141.0180634	-350	-250	MtDNA_N9b	100
42.55472775	141.0740444	-350	-250	MtDNA_N9b	100
42.65987861	140.8651217	-350	-250	MtDNA_N9b	100
42.61861305	141.2367789	-350	-250	MtDNA_N9b	100
42.86588713	141.0927088	-350	-250	MtDNA_N9b	100
42.95104691	140.890789	-350	-250	MtDNA_G1b	100
42.68312798	141.2021454	-350	-250	MtDNA_N9b	100
42.78456505	141.2704051	-350	-250	MtDNA_N9b	100
42.66577537	140.9924595	-350	-250	MtDNA_M7a	100
42.51858649	140.8569912	-350	-250	MtDNA_D4h	100
42.974146	141.2216673	-350	-250	MtDNA_N9b	100
42.65110691	141.2179302	-350	-250	MtDNA_D4h	100
42.95727507	141.2695696	-350	-250	MtDNA_G1b	100
42.95580404	141.0564901	-350	-250	MtDNA_G1b	100
42.93114008	140.8471993	-350	-250	MtDNA_N9b	100
42.60783806	141.0115336	-350	-250	MtDNA_G1b	100
42.65032982	140.8353994	-350	-250	MtDNA_N9b	100
42.63770217	141.2575701	-350	-250	MtDNA_N9b	100
42.70569871	141.0825807	-350	-250	MtDNA_N9b	100
42.68288933	141.2450495	-350	-250	MtDNA_N9b	100
42.52381638	141.2429833	-350	-250	MtDNA_G1b	100
42.82097036	141.0510468	-350	-250	MtDNA_N9b	100
42.99943227	140.8554905	-350	-250	MtDNA_N9b	100
42.93432149	141.2273921	-350	-250	MtDNA_N9b	100
42.89614998	140.9083234	-350	-250	MtDNA_M7a	100
42.65090414	141.190464	-350	-250	MtDNA_D4	100
42.59728567	140.9861543	-350	-250	MtDNA_N9b	100
42.57220266	141.180726	-350	-250	MtDNA_G1	100
33.721972	131.022361	-345	-245	MtDNA_M7a	100
32.90356	130.69428	-340	-240	MtDNA_M7a	100
43.64755369	93.46868004	-340	-240	MtDNA_U4	100
43.67103886	93.36551148	-340	-240	MtDNA_T1a	100
33.93582837	114.3781325	-336	-236	MtDNA_F4a	100
35.58436699	133.0183217	-317.5	-217.5	MtDNA_M7a	100
43.93571638	93.45698289	-307.5	-207.5	MtDNA_U5b	100
48.36083339	124.8101763	-300	-200	MtDNA_D4m	100
48.73875661	125.0310589	-300	-200	MtDNA_M8	100
33.41486326	131.0167162	-275	-175	MtDNA_D5a	100
33.54990518	131.1091899	-275	-175	MtDNA_M10	100
33.54185822	130.6941916	-275	-175	MtDNA_C	100
33.47149255	130.7742343	-275	-175	MtDNA_G2	100
35.93849645	134.3952862	-250	-150	MtDNA_D4g	100
43.85288992	93.5691882	-250	-150	MtDNA_U5a	100
43.89077763	93.3493018	-250	-150	MtDNA_H15	100
43.76413247	93.2463101	-250	-150	MtDNA_I1b	100
43.71991421	93.17321958	-250	-150	MtDNA_U4	100
43.69022194	93.63285507	-250	-150	MtDNA_G3b	100
34.04264108	114.0090651	-250	-150	MtDNA_M8a	100
33.7382395	130.7077045	-187	-87	MtDNA_D4g	100
33.57129052	130.6869812	-171	-71	MtDNA_D4e	100
33.81381705	130.6198617	-150	-50	MtDNA_D5a	100
33.86709693	130.6642497	-125	-25	MtDNA_?	100
33.54970545	130.9257681	-125	-25	MtDNA_C	100
33.87663112	131.0052426	-125	-25	MtDNA_M10	100
33.78496387	130.8649785	-125	-25	MtDNA_?	100
33.83680829	130.7749777	-125	-25	MtDNA_C	100
33.60275679	130.9154758	-125	-25	MtDNA_?	100
33.44289936	131.0941987	-125	-25	MtDNA_B4b	100
33.4619855	130.8879072	-125	-25	MtDNA_M8a	100
