Z	X	Y	String
6	1	21	-504411.238493 -1742230.000000 -504411.238493 -1684500.000000
6	1	22	-470224.655721 -1742230.000000 -470224.655721 -1684500.000000
6	1	23	-430407.995987 -1742230.000000 -430407.995987 -1684500.000000
6	1	24	-384921.327514 -1742230.000000 -384921.327514 -1684500.000000
6	1	25	-341825.717883 -1742230.000000 -341825.717883 -1684500.000000
6	1	26	-293206.826427 -1742230.000000 -293206.826427 -1684500.000000
6	1	27	-243137.685361 -1742230.000000 -243137.685361 -1684500.000000
6	1	28	-191840.116078 -1742230.000000 -191840.116078 -1684500.000000
6	1	29	-135524.254032 -1742230.000000 -135524.254032 -1684500.000000
6	1	30	-82425.805389 -1742230.000000 -82425.805389 -1684500.000000
6	1	31	-24840.936296 -1742230.000000 -24840.936296 -1684500.000000
6	1	32	24840.936296 -1742230.000000 24840.936296 -1684500.000000
6	1	33	82425.805389 -1742230.000000 82425.805389 -1684500.000000
6	1	34	135524.254032 -1742230.000000 135524.254032 -1684500.000000
6	1	35	191840.116078 -1742230.000000 191840.116078 -1684500.000000
6	1	36	243137.685361 -1742230.000000 243137.685361 -1684500.000000
6	1	37	293206.826427 -1742230.000000 293206.826427 -1684500.000000
6	1	38	341825.717883 -1742230.000000 341825.717883 -1684500.000000
6	1	39	384921.327514 -1742230.000000 384921.327514 -1684500.000000
6	1	40	430407.995987 -1742230.000000 430407.995987 -1684500.000000
6	1	41	470224.655721 -1742230.000000 470224.655721 -1684500.000000
6	1	42	504411.238493 -1742230.000000 504411.238493 -1684500.000000
6	1	43	540944.762285 -1742230.000000 540944.762285 -1684500.000000
6	1	44	571935.476411 -1742230.000000 571935.476411 -1684500.000000
6	1	45	601423.320212 -1742230.000000 601423.320212 -1684500.000000
6	1	46	625454.838942 -1742230.000000 625454.838942 -1684500.000000
6	1	47	652200.612812 -1742230.000000 652200.612812 -1684500.000000
6	1	48	673633.194178 -1742230.000000 673633.194178 -1684500.000000
6	1	49	693925.510583 -1742230.000000 693925.510583 -1684500.000000
6	1	50	713129.672534 -1742230.000000 713129.672534 -1684500.000000
6	1	51	731336.118895 -1742230.000000 731336.118895 -1684500.000000
6	1	52	744633.034823 -1742230.000000 744633.034823 -1684500.000000
6	1	53	761105.983659 -1742230.000000 761105.983659 -1684500.000000
6	1	54	772757.702517 -1742230.000000 772757.702517 -1684500.000000
6	1	55	783748.020044 -1742230.000000 783748.020044 -1684500.000000
6	1	56	794113.862956 -1742230.000000 794113.862956 -1684500.000000
6	1	57	803849.325091 -1742230.000000 803849.325091 -1684500.000000
6	1	58	813105.778756 -1742230.000000 813105.778756 -1684500.000000
6	1	59	821832.013066 -1742230.000000 821832.013066 -1684500.000000
6	1	60	830134.387872 -1742230.000000 830134.387872 -1684500.000000
6	1	61	834036.994974 -1742230.000000 834036.994974 -1684500.000000
6	1	62	841601.820656 -1742230.000000 841601.820656 -1684500.000000
6	1	63	844808.905408 -1742230.000000 844808.905408 -1684500.000000
6	2	0	-844808.905408 -1684500.000000 -844808.905408 -1630730.000000
6	2	1	-841601.820656 -1684500.000000 -841601.820656 -1630730.000000
6	2	2	-834036.994974 -1684500.000000 -834036.994974 -1630730.000000
6	2	3	-830134.387872 -1684500.000000 -830134.387872 -1630730.000000
6	2	4	-821832.013066 -1684500.000000 -821832.013066 -1630730.000000
6	2	5	-813105.778756 -1684500.000000 -813105.778756 -1630730.000000
6	2	6	-803849.325091 -1684500.000000 -803849.325091 -1630730.000000
6	2	7	-794113.862956 -1684500.000000 -794113.862956 -1630730.000000
6	2	8	-783748.020044 -1684500.000000 -783748.020044 -1630730.000000
6	2	9	-772757.702517 -1684500.000000 -772757.702517 -1630730.000000
6	2	10	-761105.983659 -1684500.000000 -761105.983659 -1630730.000000
6	2	11	-744633.034823 -1684500.000000 -744633.034823 -1630730.000000
6	2	12	-731336.118895 -1684500.000000 -731336.118895 -1630730.000000
6	2	13	-713129.672534 -1684500.000000 -713129.672534 -1630730.000000
6	2	14	-693925.510583 -1684500.000000 -693925.510583 -1630730.000000
6	2	15	-673633.194178 -1684500.000000 -673633.194178 -1630730.000000
6	2	16	-652200.612812 -1684500.000000 -652200.612812 -1630730.000000
6	2	17	-625454.838942 -1684500.000000 -625454.838942 -1630730.000000
6	2	18	-601423.320212 -1684500.000000 -601423.320212 -1630730.000000
6	2	19	-571935.476411 -1684500.000000 -571935.476411 -1630730.000000
6	2	20	-540944.762285 -1684500.000000 -540944.762285 -1630730.000000
6	2	21	-504411.238493 -1684500.000000 -504411.238493 -1630730.000000
6	2	22	-470224.655721 -1684500.000000 -470224.655721 -1630730.000000
6	2	23	-430407.995987 -1684500.000000 -430407.995987 -1630730.000000
6	2	24	-384921.327514 -1684500.000000 -384921.327514 -1630730.000000
6	2	25	-341825.717883 -1684500.000000 -341825.717883 -1630730.000000
6	2	26	-293206.826427 -1684500.000000 -293206.826427 -1630730.000000
6	2	27	-243137.685361 -1684500.000000 -243137.685361 -1630730.000000
6	2	28	-191840.116078 -1684500.000000 -191840.116078 -1630730.000000
6	2	29	-135524.254032 -1684500.000000 -135524.254032 -1630730.000000
6	2	30	-82425.805389 -1684500.000000 -82425.805389 -1630730.000000
6	2	31	-24840.936296 -1684500.000000 -24840.936296 -1630730.000000
6	2	32	24840.936296 -1684500.000000 24840.936296 -1630730.000000
6	2	33	82425.805389 -1684500.000000 82425.805389 -1630730.000000
6	2	34	135524.254032 -1684500.000000 135524.254032 -1630730.000000
6	2	35	191840.116078 -1684500.000000 191840.116078 -1630730.000000
6	2	36	243137.685361 -1684500.000000 243137.685361 -1630730.000000
6	2	37	293206.826427 -1684500.000000 293206.826427 -1630730.000000
6	2	38	341825.717883 -1684500.000000 341825.717883 -1630730.000000
6	2	39	384921.327514 -1684500.000000 384921.327514 -1630730.000000
6	2	40	430407.995987 -1684500.000000 430407.995987 -1630730.000000
6	2	41	470224.655721 -1684500.000000 470224.655721 -1630730.000000
6	2	42	504411.238493 -1684500.000000 504411.238493 -1630730.000000
6	2	43	540944.762285 -1684500.000000 540944.762285 -1630730.000000
6	2	44	571935.476411 -1684500.000000 571935.476411 -1630730.000000
6	2	45	601423.320212 -1684500.000000 601423.320212 -1630730.000000
6	2	46	625454.838942 -1684500.000000 625454.838942 -1630730.000000
6	2	47	652200.612812 -1684500.000000 652200.612812 -1630730.000000
6	2	48	673633.194178 -1684500.000000 673633.194178 -1630730.000000
6	2	49	693925.510583 -1684500.000000 693925.510583 -1630730.000000
6	2	50	713129.672534 -1684500.000000 713129.672534 -1630730.000000
6	2	51	731336.118895 -1684500.000000 731336.118895 -1630730.000000
6	2	52	744633.034823 -1684500.000000 744633.034823 -1630730.000000
6	2	53	761105.983659 -1684500.000000 761105.983659 -1630730.000000
6	2	54	772757.702517 -1684500.000000 772757.702517 -1630730.000000
6	2	55	783748.020044 -1684500.000000 783748.020044 -1630730.000000
6	2	56	794113.862956 -1684500.000000 794113.862956 -1630730.000000
6	2	57	803849.325091 -1684500.000000 803849.325091 -1630730.000000
6	2	58	813105.778756 -1684500.000000 813105.778756 -1630730.000000
6	2	59	821832.013066 -1684500.000000 821832.013066 -1630730.000000
6	2	60	830134.387872 -1684500.000000 830134.387872 -1630730.000000
6	2	61	834036.994974 -1684500.000000 834036.994974 -1630730.000000
6	2	62	841601.820656 -1684500.000000 841601.820656 -1630730.000000
6	2	63	844808.905408 -1684500.000000 844808.905408 -1630730.000000
6	3	0	-844808.905408 -1630730.000000 -844808.905408 -1573000.000000
6	3	1	-841601.820656 -1630730.000000 -841601.820656 -1573000.000000
6	3	2	-834036.994974 -1630730.000000 -834036.994974 -1573000.000000
6	3	3	-830134.387872 -1630730.000000 -830134.387872 -1573000.000000
6	3	4	-821832.013066 -1630730.000000 -821832.013066 -1573000.000000
6	3	5	-813105.778756 -1630730.000000 -813105.778756 -1573000.000000
6	3	6	-803849.325091 -1630730.000000 -803849.325091 -1573000.000000
6	3	7	-794113.862956 -1630730.000000 -794113.862956 -1573000.000000
6	3	8	-783748.020044 -1630730.000000 -783748.020044 -1573000.000000
6	3	9	-772757.702517 -1630730.000000 -772757.702517 -1573000.000000
6	3	10	-761105.983659 -1630730.000000 -761105.983659 -1573000.000000
6	3	11	-744633.034823 -1630730.000000 -744633.034823 -1573000.000000
6	3	12	-731336.118895 -1630730.000000 -731336.118895 -1573000.000000
6	3	13	-713129.672534 -1630730.000000 -713129.672534 -1573000.000000
6	3	14	-693925.510583 -1630730.000000 -693925.510583 -1573000.000000
6	3	15	-673633.194178 -1630730.000000 -673633.194178 -1573000.000000
6	3	16	-652200.612812 -1630730.000000 -652200.612812 -1573000.000000
6	3	17	-625454.838942 -1630730.000000 -625454.838942 -1573000.000000
6	3	18	-601423.320212 -1630730.000000 -601423.320212 -1573000.000000
6	3	19	-571935.476411 -1630730.000000 -571935.476411 -1573000.000000
6	3	20	-540944.762285 -1630730.000000 -540944.762285 -1573000.000000
6	3	21	-504411.238493 -1630730.000000 -504411.238493 -1573000.000000
6	3	22	-470224.655721 -1630730.000000 -470224.655721 -1573000.000000
6	3	23	-430407.995987 -1630730.000000 -430407.995987 -1573000.000000
6	3	24	-384921.327514 -1630730.000000 -384921.327514 -1573000.000000
6	3	25	-341825.717883 -1630730.000000 -341825.717883 -1573000.000000
6	3	26	-293206.826427 -1630730.000000 -293206.826427 -1573000.000000
6	3	27	-243137.685361 -1630730.000000 -243137.685361 -1573000.000000
6	3	28	-191840.116078 -1630730.000000 -191840.116078 -1573000.000000
6	3	29	-135524.254032 -1630730.000000 -135524.254032 -1573000.000000
6	3	30	-82425.805389 -1630730.000000 -82425.805389 -1573000.000000
6	3	31	-24840.936296 -1630730.000000 -24840.936296 -1573000.000000
6	3	32	24840.936296 -1630730.000000 24840.936296 -1573000.000000
6	3	33	82425.805389 -1630730.000000 82425.805389 -1573000.000000
6	3	34	135524.254032 -1630730.000000 135524.254032 -1573000.000000
6	3	35	191840.116078 -1630730.000000 191840.116078 -1573000.000000
6	3	36	243137.685361 -1630730.000000 243137.685361 -1573000.000000
6	3	37	293206.826427 -1630730.000000 293206.826427 -1573000.000000
6	3	38	341825.717883 -1630730.000000 341825.717883 -1573000.000000
6	3	39	384921.327514 -1630730.000000 384921.327514 -1573000.000000
6	3	40	430407.995987 -1630730.000000 430407.995987 -1573000.000000
6	3	41	470224.655721 -1630730.000000 470224.655721 -1573000.000000
6	3	42	504411.238493 -1630730.000000 504411.238493 -1573000.000000
6	3	43	540944.762285 -1630730.000000 540944.762285 -1573000.000000
6	3	44	571935.476411 -1630730.000000 571935.476411 -1573000.000000
6	3	45	601423.320212 -1630730.000000 601423.320212 -1573000.000000
6	3	46	625454.838942 -1630730.000000 625454.838942 -1573000.000000
6	3	47	652200.612812 -1630730.000000 652200.612812 -1573000.000000
6	3	48	673633.194178 -1630730.000000 673633.194178 -1573000.000000
6	3	49	693925.510583 -1630730.000000 693925.510583 -1573000.000000
6	3	50	713129.672534 -1630730.000000 713129.672534 -1573000.000000
6	3	51	731336.118895 -1630730.000000 731336.118895 -1573000.000000
6	3	52	744633.034823 -1630730.000000 744633.034823 -1573000.000000
6	3	53	761105.983659 -1630730.000000 761105.983659 -1573000.000000
6	3	54	772757.702517 -1630730.000000 772757.702517 -1573000.000000
6	3	55	783748.020044 -1630730.000000 783748.020044 -1573000.000000
6	3	56	794113.862956 -1630730.000000 794113.862956 -1573000.000000
6	3	57	803849.325091 -1630730.000000 803849.325091 -1573000.000000
6	3	58	813105.778756 -1630730.000000 813105.778756 -1573000.000000
6	3	59	821832.013066 -1630730.000000 821832.013066 -1573000.000000
6	3	60	830134.387872 -1630730.000000 830134.387872 -1573000.000000
6	3	61	834036.994974 -1630730.000000 834036.994974 -1573000.000000
6	3	62	841601.820656 -1630730.000000 841601.820656 -1573000.000000
6	3	63	844808.905408 -1630730.000000 844808.905408 -1573000.000000
6	4	0	-844808.905408 -1573000.000000 -844808.905408 -1515230.000000
6	4	1	-841601.820656 -1573000.000000 -841601.820656 -1515230.000000
6	4	2	-834036.994974 -1573000.000000 -834036.994974 -1515230.000000
6	4	3	-830134.387872 -1573000.000000 -830134.387872 -1515230.000000
6	4	4	-821832.013066 -1573000.000000 -821832.013066 -1515230.000000
6	4	5	-813105.778756 -1573000.000000 -813105.778756 -1515230.000000
6	4	6	-803849.325091 -1573000.000000 -803849.325091 -1515230.000000
6	4	7	-794113.862956 -1573000.000000 -794113.862956 -1515230.000000
6	4	8	-783748.020044 -1573000.000000 -783748.020044 -1515230.000000
6	4	9	-772757.702517 -1573000.000000 -772757.702517 -1515230.000000
6	4	10	-761105.983659 -1573000.000000 -761105.983659 -1515230.000000
6	4	11	-744633.034823 -1573000.000000 -744633.034823 -1515230.000000
6	4	12	-731336.118895 -1573000.000000 -731336.118895 -1515230.000000
6	4	13	-713129.672534 -1573000.000000 -713129.672534 -1515230.000000
6	4	14	-693925.510583 -1573000.000000 -693925.510583 -1515230.000000
6	4	15	-673633.194178 -1573000.000000 -673633.194178 -1515230.000000
6	4	16	-652200.612812 -1573000.000000 -652200.612812 -1515230.000000
6	4	17	-625454.838942 -1573000.000000 -625454.838942 -1515230.000000
6	4	18	-601423.320212 -1573000.000000 -601423.320212 -1515230.000000
6	4	19	-571935.476411 -1573000.000000 -571935.476411 -1515230.000000
6	4	20	-540944.762285 -1573000.000000 -540944.762285 -1515230.000000
6	4	21	-504411.238493 -1573000.000000 -504411.238493 -1515230.000000
6	4	22	-470224.655721 -1573000.000000 -470224.655721 -1515230.000000
6	4	23	-430407.995987 -1573000.000000 -430407.995987 -1515230.000000
6	4	24	-384921.327514 -1573000.000000 -384921.327514 -1515230.000000
6	4	25	-341825.717883 -1573000.000000 -341825.717883 -1515230.000000
6	4	26	-293206.826427 -1573000.000000 -293206.826427 -1515230.000000
6	4	27	-243137.685361 -1573000.000000 -243137.685361 -1515230.000000
6	4	28	-191840.116078 -1573000.000000 -191840.116078 -1515230.000000
6	4	29	-135524.254032 -1573000.000000 -135524.254032 -1515230.000000
6	4	30	-82425.805389 -1573000.000000 -82425.805389 -1515230.000000
6	4	31	-24840.936296 -1573000.000000 -24840.936296 -1515230.000000
6	4	32	24840.936296 -1573000.000000 24840.936296 -1515230.000000
6	4	33	82425.805389 -1573000.000000 82425.805389 -1515230.000000
6	4	34	135524.254032 -1573000.000000 135524.254032 -1515230.000000
6	4	35	191840.116078 -1573000.000000 191840.116078 -1515230.000000
6	4	36	243137.685361 -1573000.000000 243137.685361 -1515230.000000
6	4	37	293206.826427 -1573000.000000 293206.826427 -1515230.000000
6	4	38	341825.717883 -1573000.000000 341825.717883 -1515230.000000
6	4	39	384921.327514 -1573000.000000 384921.327514 -1515230.000000
6	4	40	430407.995987 -1573000.000000 430407.995987 -1515230.000000
6	4	41	470224.655721 -1573000.000000 470224.655721 -1515230.000000
6	4	42	504411.238493 -1573000.000000 504411.238493 -1515230.000000
6	4	43	540944.762285 -1573000.000000 540944.762285 -1515230.000000
6	4	44	571935.476411 -1573000.000000 571935.476411 -1515230.000000
6	4	45	601423.320212 -1573000.000000 601423.320212 -1515230.000000
6	4	46	625454.838942 -1573000.000000 625454.838942 -1515230.000000
6	4	47	652200.612812 -1573000.000000 652200.612812 -1515230.000000
6	4	48	673633.194178 -1573000.000000 673633.194178 -1515230.000000
6	4	49	693925.510583 -1573000.000000 693925.510583 -1515230.000000
6	4	50	713129.672534 -1573000.000000 713129.672534 -1515230.000000
6	4	51	731336.118895 -1573000.000000 731336.118895 -1515230.000000
6	4	52	744633.034823 -1573000.000000 744633.034823 -1515230.000000
6	4	53	761105.983659 -1573000.000000 761105.983659 -1515230.000000
6	4	54	772757.702517 -1573000.000000 772757.702517 -1515230.000000
6	4	55	783748.020044 -1573000.000000 783748.020044 -1515230.000000
6	4	56	794113.862956 -1573000.000000 794113.862956 -1515230.000000
6	4	57	803849.325091 -1573000.000000 803849.325091 -1515230.000000
6	4	58	813105.778756 -1573000.000000 813105.778756 -1515230.000000
6	4	59	821832.013066 -1573000.000000 821832.013066 -1515230.000000
6	4	60	830134.387872 -1573000.000000 830134.387872 -1515230.000000
6	4	61	834036.994974 -1573000.000000 834036.994974 -1515230.000000
6	4	62	841601.820656 -1573000.000000 841601.820656 -1515230.000000
6	4	63	844808.905408 -1573000.000000 844808.905408 -1515230.000000
6	5	0	-844808.905408 -1515230.000000 -844808.905408 -1461500.000000
6	5	1	-841601.820656 -1515230.000000 -841601.820656 -1461500.000000
6	5	2	-834036.994974 -1515230.000000 -834036.994974 -1461500.000000
6	5	3	-830134.387872 -1515230.000000 -830134.387872 -1461500.000000
6	5	4	-821832.013066 -1515230.000000 -821832.013066 -1461500.000000
6	5	5	-813105.778756 -1515230.000000 -813105.778756 -1461500.000000
6	5	6	-803849.325091 -1515230.000000 -803849.325091 -1461500.000000
6	5	7	-794113.862956 -1515230.000000 -794113.862956 -1461500.000000
6	5	8	-783748.020044 -1515230.000000 -783748.020044 -1461500.000000
6	5	9	-772757.702517 -1515230.000000 -772757.702517 -1461500.000000
6	5	10	-761105.983659 -1515230.000000 -761105.983659 -1461500.000000
6	5	11	-744633.034823 -1515230.000000 -744633.034823 -1461500.000000
6	5	12	-731336.118895 -1515230.000000 -731336.118895 -1461500.000000
6	5	13	-713129.672534 -1515230.000000 -713129.672534 -1461500.000000
6	5	14	-693925.510583 -1515230.000000 -693925.510583 -1461500.000000
6	5	15	-673633.194178 -1515230.000000 -673633.194178 -1461500.000000
6	5	16	-652200.612812 -1515230.000000 -652200.612812 -1461500.000000
6	5	17	-625454.838942 -1515230.000000 -625454.838942 -1461500.000000
6	5	18	-601423.320212 -1515230.000000 -601423.320212 -1461500.000000
6	5	19	-571935.476411 -1515230.000000 -571935.476411 -1461500.000000
6	5	20	-540944.762285 -1515230.000000 -540944.762285 -1461500.000000
6	5	21	-504411.238493 -1515230.000000 -504411.238493 -1461500.000000
6	5	22	-470224.655721 -1515230.000000 -470224.655721 -1461500.000000
6	5	23	-430407.995987 -1515230.000000 -430407.995987 -1461500.000000
6	5	24	-384921.327514 -1515230.000000 -384921.327514 -1461500.000000
6	5	25	-341825.717883 -1515230.000000 -341825.717883 -1461500.000000
6	5	26	-293206.826427 -1515230.000000 -293206.826427 -1461500.000000
6	5	27	-243137.685361 -1515230.000000 -243137.685361 -1461500.000000
6	5	28	-191840.116078 -1515230.000000 -191840.116078 -1461500.000000
6	5	29	-135524.254032 -1515230.000000 -135524.254032 -1461500.000000
6	5	30	-82425.805389 -1515230.000000 -82425.805389 -1461500.000000
6	5	31	-24840.936296 -1515230.000000 -24840.936296 -1461500.000000
6	5	32	24840.936296 -1515230.000000 24840.936296 -1461500.000000
6	5	33	82425.805389 -1515230.000000 82425.805389 -1461500.000000
6	5	34	135524.254032 -1515230.000000 135524.254032 -1461500.000000
6	5	35	191840.116078 -1515230.000000 191840.116078 -1461500.000000
6	5	36	243137.685361 -1515230.000000 243137.685361 -1461500.000000
6	5	37	293206.826427 -1515230.000000 293206.826427 -1461500.000000
6	5	38	341825.717883 -1515230.000000 341825.717883 -1461500.000000
6	5	39	384921.327514 -1515230.000000 384921.327514 -1461500.000000
6	5	40	430407.995987 -1515230.000000 430407.995987 -1461500.000000
6	5	41	470224.655721 -1515230.000000 470224.655721 -1461500.000000
6	5	42	504411.238493 -1515230.000000 504411.238493 -1461500.000000
6	5	43	540944.762285 -1515230.000000 540944.762285 -1461500.000000
6	5	44	571935.476411 -1515230.000000 571935.476411 -1461500.000000
6	5	45	601423.320212 -1515230.000000 601423.320212 -1461500.000000
6	5	46	625454.838942 -1515230.000000 625454.838942 -1461500.000000
6	5	47	652200.612812 -1515230.000000 652200.612812 -1461500.000000
6	5	48	673633.194178 -1515230.000000 673633.194178 -1461500.000000
6	5	49	693925.510583 -1515230.000000 693925.510583 -1461500.000000
6	5	50	713129.672534 -1515230.000000 713129.672534 -1461500.000000
6	5	51	731336.118895 -1515230.000000 731336.118895 -1461500.000000
6	5	52	744633.034823 -1515230.000000 744633.034823 -1461500.000000
6	5	53	761105.983659 -1515230.000000 761105.983659 -1461500.000000
6	5	54	772757.702517 -1515230.000000 772757.702517 -1461500.000000
6	5	55	783748.020044 -1515230.000000 783748.020044 -1461500.000000
6	5	56	794113.862956 -1515230.000000 794113.862956 -1461500.000000
6	5	57	803849.325091 -1515230.000000 803849.325091 -1461500.000000
6	5	58	813105.778756 -1515230.000000 813105.778756 -1461500.000000
6	5	59	821832.013066 -1515230.000000 821832.013066 -1461500.000000
6	5	60	830134.387872 -1515230.000000 830134.387872 -1461500.000000
6	5	61	834036.994974 -1515230.000000 834036.994974 -1461500.000000
6	5	62	841601.820656 -1515230.000000 841601.820656 -1461500.000000
6	5	63	844808.905408 -1515230.000000 844808.905408 -1461500.000000
6	6	0	-844808.905408 -1461500.000000 -844808.905408 -1403730.000000
6	6	1	-841601.820656 -1461500.000000 -841601.820656 -1403730.000000
6	6	2	-834036.994974 -1461500.000000 -834036.994974 -1403730.000000
6	6	3	-830134.387872 -1461500.000000 -830134.387872 -1403730.000000
6	6	4	-821832.013066 -1461500.000000 -821832.013066 -1403730.000000
6	6	5	-813105.778756 -1461500.000000 -813105.778756 -1403730.000000
6	6	6	-803849.325091 -1461500.000000 -803849.325091 -1403730.000000
6	6	7	-794113.862956 -1461500.000000 -794113.862956 -1403730.000000
6	6	8	-783748.020044 -1461500.000000 -783748.020044 -1403730.000000
6	6	9	-772757.702517 -1461500.000000 -772757.702517 -1403730.000000
6	6	10	-761105.983659 -1461500.000000 -761105.983659 -1403730.000000
6	6	11	-744633.034823 -1461500.000000 -744633.034823 -1403730.000000
6	6	12	-731336.118895 -1461500.000000 -731336.118895 -1403730.000000
6	6	13	-713129.672534 -1461500.000000 -713129.672534 -1403730.000000
6	6	14	-693925.510583 -1461500.000000 -693925.510583 -1403730.000000
