key	ja-JP	latitude	longitude	texture	first_year	last_year	所在地	時代	種別
SiteKR26	和順 大谷里 青銅器出土遺跡	34.99983659	126.9342381	BlueCircle	-1500	-300	전라남도 화순군 도곡면 대곡리 312	청동기	고대遺跡
SiteKR27	春川 鉢山里 支石墓群	37.962628	127.760832	BlueCircle	-1500	-300	강원특별자치도 춘천시 신북읍 발산리 253	청동기	有形文化유산
SiteKR28	漣川支石墓公園	38.08009948	127.0785249	Enpun	-1500	-300	경기도 연천군 연천읍 통현리  199-2	청동기	古い墓
SiteKR29	松亭里 支石墓	36.83581333	127.6068616	Enpun	-1500	-300	충청북도 증평군 도안면 송정리 353-4	청동기	墓
SiteKR30	山伊里 支石墓	37.3643532	127.3111099	Enpun	-1500	-300	경기도 광주시 초월읍 산이리 92-24	청동기	지석墓
SiteKR31	自由公園 支石墓	37.37998178	126.9640317	Enpun	-1500	-300	경기도 안양시 동안구 호계동 1112	青銅器時代	石墓
SiteKR32	官陽洞 青銅器遺跡	37.40547839	126.9756561	BlueCircle	-1500	-300	경기도 안양시 동안구 관양동 1793-2	青銅器時代	주거지
SiteKR33	沔川 紫開里 遺跡	36.793182	126.675764	BlueCircle	-1500	-300	충청남도 당진시 면천면 자개리 457번지	青銅器時代	매장문화재
SiteKR34	初峰里 支石墓	36.37683722	127.071959	BlueCircle	-1500	-300	충청남도 공주시 이인면 초봉리 46	青銅器時代	기념물
SiteKR35	南山里 立石	36.285516	127.0475435	BlueCircle	-1500	-300	충청남도 공주시 탄천면 남산리 103-11	青銅器時代	기념물
SiteKR36	新安里 支石墓	34.562189	126.6194193	Enpun	-1500	-300	전라남도 해남군 해남읍 신안리 110	青銅器時代	古い墓
SiteKR37	斗昌里 立石	37.14811157	127.3336535	BlueCircle	-1500	-300	경기도 용인시 처인구 원삼면 두창리 2025	青銅器時代	선돌
SiteKR38	寺巖里 立石	37.1774047	127.3010972	BlueCircle	-1500	-300	경기도 용인시 처인구 원삼면 사암리 1444	青銅器時代	선돌
SiteKR39	潭陽 五禮里 新村支石墓群	35.26265863	127.0904186	Enpun	-1500	-300	전라남도 담양군 무정면 오례리 산55-1	青銅器時代	지석墓
SiteKR40	潭陽 奉安里 水門支石墓群	35.29095534	127.0396008	Enpun	-1500	-300	전라남도 담양군 무정면 봉안리 38-1	青銅器時代	지석墓
SiteKR41	潭陽 宮山里 九岩支石墓	35.31289222	126.9241746	Enpun	-1500	-300	전라남도 담양군 수북면 궁산리 222	青銅器時代	지석墓
SiteKR42	長山 大里 支石墓群	34.64275192	126.1439842	Enpun	-1500	-300	전라남도 신안군 장산면 대리 430	青銅器時代	지석墓
SiteKR43	三叉路天谷 支石墓	37.75920054	126.4092412	Enpun	-1500	-300	인천광역시 강화군 하점면 삼거리 524-1	青銅器時代	支石墓
SiteKR44	明岩 支石墓群	34.98502292	127.5647537	Enpun	-1500	-300	전라남도 광양시 봉강면 석사리 1014	青銅器時代	지석墓
SiteKR45	鳳江 地谷里 各碑 支石墓群	34.99204989	127.5758447	Enpun	-1500	-300	전라남도 광양시 봉강면 지곡리 496-2	青銅器時代	지석墓
SiteKR46	任者 火山 支石墓	35.0821418	126.0991855	Enpun	-1500	-300	전라남도 신안군 임자면 이흑암리 382-2	青銅器時代	지석墓
SiteKR47	紫恩 古場 支石墓群	34.89908697	126.0368579	Enpun	-1500	-300	전라남도 신안군 자은면 고장리 581	青銅器時代	지석墓
SiteKR48	水入里 支石墓	37.98585923	127.326858	Enpun	-1500	-300	경기도 포천시 일동면 수입리 9-6	青銅器時代	墓 및 碑石
SiteKR49	星州 龍鳳里 立石	36.02373955	128.2568262	BlueCircle	-1500	-300	경상북도 성주군 초전면 용봉리 1020-2	青銅器時代	遺跡建造物
SiteKR50	龍岩里 支石墓群	35.96371928	127.1377747	Enpun	-1500	-300	전라북도 완주군 봉동읍 용암리 산33	青銅器時代	지석墓
SiteKR51	上洞 支石墓群	35.82748768	128.6115346	BlueCircle	-1500	-300	대구광역시 수성구 상동 501	青銅器時代	기념물
SiteKR52	四月洞 支石墓群	35.841972	128.714492	BlueCircle	-1500	-300	대구광역시 수성구 사월동 469	青銅器時代	기념물
SiteKR53	新接里 支石墓	37.298301	127.656645	Enpun	-1500	-300	경기도 여주시 천송동 297-20	青銅器時代	支石墓
SiteKR54	善富洞 支石墓群	37.350245	126.795227	Enpun	-1500	-300	경기도 안산시 단원구 선부동 산27	青銅器時代	古い墓
SiteKR55	扶餘 パムゴル寺址（夜谷寺址？）	36.30420718	126.9439772	BlueCircle	-17	660	충청남도 부여군 부여읍 정동리 80	백제時代	절터
SiteKR56	世道 土城山城	36.2037333	126.951233	BlueCircle	-17	660	충청남도 부여군 세도면 사산리 산 39	백제時代	城郭
SiteKR57	長岩 点上里山城	36.20926021	126.8306938	BlueCircle	-17	660	충청남도 부여군 장암면 점상리 산 168-1	백제時代	城郭
SiteKR58	林川 李木峙山城	36.22423509	126.8884225	BlueCircle	-17	660	충청남도 부여군 임천면 점리 산 69-1	백제時代	城郭
SiteKR59	扶餘 観音寺址	36.28116162	126.9364501	BlueCircle	-17	660	충청남도 부여군 부여읍 가탑리 201	백제時代	절터
SiteKR60	林川 加林城 古墳群	36.19107493	126.900739	Enpun	-17	660	충청남도 부여군 임천면 구교리 126	백제時代	墓
SiteKR61	扶餘 加塔里寺址	36.27460036	126.9231553	BlueCircle	-17	660	충청남도 부여군 부여읍 가탑리 273-1	백제時代	절터
SiteKR62	九岩里 石室古墳	36.367879	127.0593844	BlueCircle	-17	660	충청남도 공주시 이인면 구암리 산34-1	백제時代	기념물
SiteKR63	中屋里 書屋古墳群	35.26713267	126.8802421	Enpun	-17	660	전라남도 담양군 대전면 중옥리 산9	백제時代	古墳군
SiteKR64	任実 性美山城	35.68402673	127.2834557	BlueCircle	-17	660	전북특별자치도 임실군 관촌면 덕천리 산24	백제時代	建造物
SiteKR65	長昇里 古墳群	36.45077348	126.7813462	Enpun	-17	660	충청남도 청양군 청양읍 장승리 100-4	백제時代	古墳
SiteKR66	宜寧 中橋里 石造如来坐像	35.31468769	128.2594298	BlueCircle	57	668		三国	仏像
SiteKR67	昌原 道渓洞古墳群	35.259119	128.6316388	Enpun	57	668	경상남도 창원시 의창구 중동800	三国	古墳군
SiteKR68	昌原 合成洞古墳群（二号）	35.2411498	128.5930356	Enpun	57	668	경상남도 창원시 마산회원구 합성동산14-1	三国	古墳군
SiteKR69	宜寧 雲谷里 古墳群	35.35024354	128.296146	Enpun	57	668	경상남도 의령군 용덕면 운곡리 산76	三国	古墳군
SiteKR70	武陽城（武漢城）	37.03684888	127.169507	BlueCircle	57	668	경기도 안성시 양성면 방신리 산40	三国	城郭
SiteKR71	竹山 杜峴里 石造三尊仏像	37.075525	127.411067	BlueCircle	57	668	경기도 안성시 죽산면 두현리 33-3	三国	仏像
SiteKR72	西運 北山里 石造如来立像	36.92796277	127.2839636	BlueCircle	57	668	경기도 안성시 서운면 청용리 산2번지	三国	仏像
SiteKR73	新羅太子墓	35.461686	128.533378	Enpun	57	668	경상남도 창녕군 영산면 교리 497	三国(新羅)	古い墓
SiteKR74	都堂山城	36.85320798	127.4219906	BlueCircle	57	1392	충청북도 진천군 진천읍 벽암리 산36	三国～高麗	城跡
SiteKR75	文安山城	36.84443427	127.4032945	BlueCircle	57	1392	충청북도 진천군 진천읍 행정리 산56	三国～高麗	城跡
SiteKR76	頭陀山城	36.82336148	127.5602168	BlueCircle	57	1392	충청북도 진천군 초평면 용정리 산30-26	三国～高麗	城跡
SiteKR77	玄山高多山城	34.44286807	126.5515288	BlueCircle	57	1392	전라남도 해남군 현산면 읍호리 264	三国~高麗	석성
SiteKR78	連山洞古墳群	35.18554051	129.0916458	BlueCircle	57	668	부산광역시 연제구 연산동 산90-4	三国時代	史跡
SiteKR79	培山城址	35.18038947	129.0960891	BlueCircle	57	668	부산광역시 연제구 연산동 산38-6	三国時代	城郭
SiteKR80	大邱達城	35.87339859	128.5759183	BlueCircle	57	668		三国時代	建造物
SiteKR81	生谷洞加達古墳群	35.13543466	128.8757039	Enpun	57	668	부산광역시 강서구 생곡동 산 93	三国時代	古墳
SiteKR82	望山島遊舟岩	35.09664362	128.8208837	BlueCircle	57	668	부산광역시 강서구 송정동 산 188	三国時代	전승지
SiteKR83	大赤谷製鉄遺跡	35.74698002	127.652936	BlueCircle	57	668	전북특별자치도 장수군 장계면 명덕리 산154-1, 346-2	三国時代	遺跡
SiteKR84	靈鷲山烽燧	35.65383194	127.6209633	BlueCircle	57	668	전북특별자치도 장수군 장계면 대곡리 산92-26	三国時代	遺跡
SiteKR85	雲鶴洞石室墳	37.1977926	127.252225	Enpun	57	668	경기도 용인시 처인구 운학동 산11-1	三国時代	墓
SiteKR86	花山祭祀遺跡地	37.28604997	126.9876592	BlueCircle	57	668	경기도 수원시 팔달구 화서동 688-4	三国時代	제사터
SiteKR87	双渓寺大雄殿	34.46741719	126.3076869	BlueCircle	57	668	전라남도 진도군 의신면 사천리 76	三国時代	仏像
SiteKR88	飛金崔致遠井戸	34.72307944	125.9367208	BlueCircle	57	668	전라남도 신안군 비금면 수대리 산 85	三国時代	建造物
SiteKR89	坡州城東里古墳群	37.78934606	126.705405	BlueCircle	57	668	경기도 파주시 탄현면 법흥리 1655	三国時代	建造物
SiteKR90	任実月平里山城	35.61603028	127.325139	BlueCircle	57	668	전북특별자치도 임실군 성수면 월평리 산33	三国時代	유허지
SiteKR91	長山土城	34.63471601	126.1387968	BlueCircle	57	668	전라남도 신안군 장산면 대리 산 32	三国時代	토성
SiteKR92	長山大城山城	34.62700116	126.1416428	BlueCircle	57	668	전라남도 신안군 장산면 다수리 산 100	三国時代	산성
SiteKR93	押海松公山城	34.85170427	126.2545299	BlueCircle	57	668	전라남도 신안군 압해읍 송공리 산 33	三国時代	산성
SiteKR94	鳳徳土城（龍頭土城）	35.82629085	128.6043124	BlueCircle	57	668	대구광역시 남구 봉덕동 산34	三国時代	城跡
SiteKR95	神衣自室里古墳群	34.61898778	126.0722373	Enpun	57	668	전라남도 신안군 신의면 상태서리 산 178	三国時代	古墳
SiteKR96	晋州玉峰古墳群	35.19504395	128.0906809	Enpun	57	668	경상남도 진주시 옥봉동 546	三国時代	墓
SiteKR97	甘岳山碑	37.92517494	126.9578107	BlueCircle	57	668	경기도 파주시 적성면 설마리 40-2	三国時代	建造物
SiteKR98	寶加山城址	38.11102679	127.1947105	BlueCircle	57	668	경기도 포천시 관인면 중리 산251	三国時代	城跡
SiteKR99	太鳳山城址	38.02808855	127.2562918	BlueCircle	57	668	경기도 포천시 영중면 성동리 763	三国時代	城跡
SiteKR100	海南玉女峰土城	34.53389924	126.599947	BlueCircle	57	668	전라남도 해남군 삼산면 창리 46-1	三国時代	城跡
SiteKR101	順天西面雲坪里古墳群	35.0082392	127.4843883	BlueCircle	57	668	전라남도 순천시 서면 운평리 산 2-1	三国時代	遺跡분포지
SiteKR102	月坪洞山城	36.35038389	127.357202	BlueCircle	57	668	대전광역시 서구 월평동 산 12-2	三国時代	城郭
SiteKR103	黒石洞山城	36.2573112	127.328882	BlueCircle	57	668	대전광역시 서구 봉곡동 산 26-1	三国時代	城郭
SiteKR104	北亭里古墳群	35.3565005	129.0498194	Enpun	57	668	경상남도 양산시 북정동 698	三国時代	古墳
SiteKR105	新基里古墳群	35.35405635	129.0524604	Enpun	57	668	경상남도 양산시 신기동 산 29	三国時代	古墳
SiteKR106	宣洞里古墳群	37.3798292	127.3181006	Enpun	57	668	경기도 광주시 초월읍 선동리 302-21	三国時代	古墳
SiteKR107	東海三和寺三層石塔	37.4635129	129.01451	BlueCircle	668	935	강원특별자치도 동해시 삼화동 860-1	통일新羅	石塔
SiteKR108	三和寺鉄造盧遮那仏坐像	37.4635129	129.01451	BlueCircle	668	935	강원특별자치도 동해시 삼화동 860-1	통일新羅	철불
SiteKR109	晋州高山庵石造毘盧遮那仏坐像	35.16763459	127.9632076	BlueCircle	668	935	경상남도 진주시 수곡면 원내리 3-1	통일新羅	불교彫刻
SiteKR110	耳目洞出土石棺墓	37.2976457	127.0356313	Enpun	668	935	경기도 수원시 영통구 이의동 1088-10	통일新羅	墓
SiteKR111	山清範鶴里三層石塔	35.18901467	128.0768483	BlueCircle	668	935	경상남도 진주시 남성동 169-17	통일新羅	建造物
SiteKR112	山清四月里石造如来坐像	35.17482149	128.0835207	BlueCircle	668	935	경상남도 진주시 망경동 567	통일新羅	仏像
SiteKR113	南原新村洞石造薬師如来坐像	35.40437144	127.3971326	BlueCircle	668	935	전북특별자치도 남원시 신촌동 산20	통일新羅	彫刻
SiteKR114	宜寧城隍里三層石塔	35.380358	128.341263	BlueCircle	668	935	경상남도 의령군 정곡면 성황리 693-5	통일新羅	石塔
SiteKR115	押海丁氏始祖墓	34.9108347	126.297838	Enpun	668	935	전라남도 신안군 압해읍 가룡리 산 166	통일新羅	墓
SiteKR116	牛耳島崔致遠遺跡	34.60785899	125.8429338	BlueCircle	668	935	전라남도 신안군 도초면 우이도리 산 144-1	통일新羅	바위
SiteKR117	高耳島王山城	34.95411607	126.2879173	BlueCircle	668	935	전라남도 신안군 압해읍 고이리 산 221	통일新羅	산성
SiteKR118	青銅如来立像	35.54540564	128.5054413	BlueCircle	668	935	경상남도 창녕군 창녕읍 교리 86	통일新羅	彫刻
SiteKR119	龍泉寺石燈	35.18352786	126.5452774	BlueCircle	668	935	전라남도 함평군 해보면 광암리 415	통일新羅	建造物
SiteKR120	通度寺三層石塔	35.47540912	129.0563672	BlueCircle	668	935	경상남도 양산시 하북면 지산리 583	통일新羅	建造物
SiteKR121	咸平寶林精舍木造如来坐像	35.21892952	126.5932383	BlueCircle	668	935	전라남도 함평군 월야면 월계리 766-5	통일新羅時代	공예품
SiteKR122	咸平古幕川石橋	35.02637544	126.5936809	BlueCircle	668	935	전라남도 함평군 학교면 고막리 629	통일新羅時代	建造物
SiteKR123	珍島望金山官防城	34.5635472	126.3065437	BlueCircle	668	935	전라남도 진도군 군내면 녹진리 산1	통일新羅時代	建造物
SiteKR124	任実真丘寺址石燈	35.63435765	127.2119138	BlueCircle	780	935	전북특별자치도 임실군 신평면 용암리 111-3	통일新羅후기	建造物
SiteKR125	任実中基寺鉄造如来坐像	35.63560436	127.2102392	BlueCircle	780	935		통일新羅후기	建造物
SiteKR126	任実真丘寺址	35.63454094	127.2104205	BlueCircle	780	935	전북특별자치도 임실군 신평면 용암리 76-2	통일新羅후기	유허지
SiteKR127	牙山 大胤寺 石造弥勒菩薩立像	36.83544628	126.8855321	BlueCircle	918	1392	충청남도 아산시 인주면 해암리 308	高麗	仏像
SiteKR128	五峰寺 三重石塔	36.74654249	127.0261631	BlueCircle	918	1392	충청남도 아산시 장존동 500	高麗	建造物
SiteKR129	御史大夫 李積墓	37.48138741	127.6432952	Enpun	918	1392	경기도 양평군 지평면 지평리 산11	高麗	古い墓
SiteKR130	玉川里 幢竿支柱	37.52158898	127.4662566	BlueCircle	918	1392	경기도 양평군 옥천면 옥천리 479-4	高麗	절터
SiteKR131	落星垈 三重石塔	37.47197208	126.959371	BlueCircle	918	1392	서울특별시 관악구 봉천동 228	高麗	建造物
SiteKR132	姜邯贊 生家跡	37.47491824	126.9608686	BlueCircle	918	1392	서울특별시 관악구 봉천동 218-9	高麗	집터
SiteKR133	玉川里三重石塔及び遺物一括	37.5185185	127.4569568	BlueCircle	918	1392	경기도 양평군 옥천면 옥천리 746-1	高麗	절터
SiteKR134	上院寺 石造物一括	37.54855744	127.5531609	BlueCircle	918	1392	경기도 양평군 용문면 연수리 220-5번지	高麗	절터
SiteKR135	普賢寺 木造如来坐像	36.3595333	127.4665919	BlueCircle	918	1392	대전광역시 동구 비룡동 산 17	高麗	仏像
SiteKR136	回龍里 三重石塔	36.75435466	127.0690116	BlueCircle	918	1392	충청남도 아산시 배방읍 회룡리 83-2	高麗	建造物
SiteKR137	昌原 仏母山旧寺址三重石塔	35.231576	128.6849069	BlueCircle	918	1392	경상남도 창원시 성산구 용호동3	高麗	石塔
SiteKR138	南原 新坡里 石造如来立像	35.514105	127.405606	BlueCircle	918	1392	전북특별자치도 남원시 보절면 신파리 산142	高麗	彫刻
SiteKR139	南原 柳岩里 石造如来立像	35.31563493	127.395926	BlueCircle	918	1392	전북특별자치도 남원시 수지면 유암리 산56	高麗	彫刻
SiteKR140	南原 沙石里 磨崖如来坐像	35.33405983	127.2365896	BlueCircle	918	1392	전북특별자치도 남원시 대강면 사석리 산181-1	高麗	彫刻
SiteKR141	峨眉山 鳴魚里	38.04743055	126.9928328	BlueCircle	918	1392	경기도 연천군 미산면 유촌리 384-2	高麗	전통적놀이
SiteKR142	彌山 城主居跡	38.04743055	126.9928328	BlueCircle	918	1392	경기도 연천군 미산면 유촌리 384-2	高麗	전통적놀이
SiteKR143	龍華寺 弥勒仏	36.88987992	126.9960753	BlueCircle	918	1392	충청남도 아산시 영인면 신봉리 산139-73	高麗	建造物
SiteKR144	昌寧 玉泉寺址	35.523498	128.549267	BlueCircle	918	1392	경상남도 창녕군 창녕읍 옥천리 산219	高麗	절터
SiteKR145	北三里 石造如来立像	38.0955822	127.0036873	BlueCircle	918	1392	경기도 연천군 왕징면 북삼리 160-4	高麗	彫刻
SiteKR146	飛飛亭址	35.89880244	127.0676418	BlueCircle	918	1392	전라북도 완주군 삼례읍 후정리 820-3	高麗	명승
SiteKR147	金光山城	36.995279	127.3251134	BlueCircle	918	1392	경기도 안성시 금광면 금광리 산64	高麗	城郭
SiteKR148	安城公園 石仏坐像	37.00536397	127.2732405	BlueCircle	918	1392	경기도 안성시 낙원동 609-5	高麗	仏像
SiteKR149	安城公園 石造光背	37.00536397	127.2732405	BlueCircle	918	1392	경기도 안성시 낙원동 609-5	高麗	仏像
SiteKR150	阿陽洞 菩薩立像	37.0052372	127.263031	BlueCircle	918	1392	경기도 안성시 아양동 366-2번지	高麗	仏像
SiteKR151	窟岩寺 磨崖如来坐像	37.05035914	127.2653506	BlueCircle	918	1392	경기도 안성시 대덕면 진현리 300-2번지	高麗	仏像
SiteKR152	窟岩寺 磨崖線刻坐仏像	37.05035914	127.2653506	BlueCircle	918	1392	경기도 안성시 대덕면 진현리 300-2번지	高麗	仏像
SiteKR153	仙遊洞 磨崖仏四尊仏像	37.12363151	127.4642455	BlueCircle	918	1392	경기도 안성시 일죽면 신흥리 산59-1번지	高麗	仏像
SiteKR154	阿陽洞 石仏立像	37.0052372	127.263031	BlueCircle	918	1392	경기도 안성시 아양동 366-2번지	高麗	仏像
SiteKR155	陽城 石造如来立像	37.05454572	127.2002316	BlueCircle	918	1392	경기도 안성시 양성면 구장리 230-2	高麗	仏像
SiteKR156	三竹 基率里 国師庵 石造如来立像	37.07140101	127.342081	BlueCircle	918	1392	경기도 안성시 삼죽면 기솔리 8-1번지	高麗	仏像
SiteKR157	安城公園 三層石塔	37.00536397	127.2732405	BlueCircle	918	1392	경기도 안성시 낙원동 609-5	高麗	石塔
SiteKR158	石南寺 石塔	36.93980213	127.3071241	BlueCircle	918	1392	경기도 안성시 금광면 상중리 508번지	高麗	石塔
SiteKR159	弥勒堂 五層石塔	37.08509045	127.434979	BlueCircle	918	1392	경기도 안성시 죽산면 매산리 366번지	高麗	石塔
SiteKR160	一竹 竹林里 三層石塔	37.078599	127.422453	BlueCircle	918	1392	경기도 안성시 죽산면 죽산리 348	高麗	石塔
SiteKR161	洪村 磨崖僧像	37.42554453	126.975296	BlueCircle	918	1392	경기도 과천시 중앙동 산3번지	高麗	建造物
SiteKR162	安養寺 浮屠	37.42206467	126.9234556	BlueCircle	918	1392	경기도 안양시 만안구 석수동 242-3	高麗時代	승탑
SiteKR163	松鶴里 磨崖如来坐像	36.34091491	127.0225738	BlueCircle	918	1392	충청남도 공주시 탄천면 송학리 산70-1	高麗時代	有形文化遺跡
SiteKR164	晋州 「プリー一般産業団地」造成敷地内遺跡	35.1155467	128.1012871	BlueCircle	918	1392	경상남도 진주시 정촌면 예하리 167	高麗時代	보존遺跡
SiteKR165	高麗離宮址	37.60970007	126.4214733	BlueCircle	918	1392	인천광역시 강화군 화도면 흥왕리 404-1	高麗時代	궁전터
SiteKR166	鳳家址	37.77198766	126.4276349	BlueCircle	918	1392	인천광역시 강화군 하점면 부근리 420-2	高麗時代	우물
SiteKR167	安国寺址	36.83467226	126.5539767	BlueCircle	918	1392	충청남도 당진시 정미면 수당리 684	高麗時代	절터
SiteKR168	沔川君子亭	36.81767011	126.668465	BlueCircle	918	1392	충청남도 당진시 면천면 성상리 778	高麗時代	정자
SiteKR169	弥勒里 仏頭	36.8197027	128.097348	BlueCircle	918	1392	충청북도 충주시 수안보면 미륵리 66-1	高麗時代	불교遺物
SiteKR170	扶余 佳塔里 浮屠	36.27564277	126.9178933	BlueCircle	918	1392	충청남도 부여군 부여읍 동남리 산 16-1	高麗時代	탑
SiteKR171	扶余 高蘭寺 石造立像	36.27564277	126.9178933	BlueCircle	918	1392	충청남도 부여군 부여읍 동남리 산 16-1	高麗時代	석조
SiteKR172	南面 馬井里 井戸	36.22084984	126.8370987	BlueCircle	918	1392	충청남도 부여군 남면 마정리 666	高麗時代	주거건축
SiteKR173	長岩 長下里寺址	36.23538817	126.946947	BlueCircle	918	1392	충청남도 부여군 장암면 장하리 536	高麗時代	절터
SiteKR174	潭陽 永川里 磨崖如来坐像	35.2808005	126.9927845	BlueCircle	918	1392	전라남도 담양군 무정면 영천리 산52	高麗時代	마애坐像
SiteKR175	晋州 斗方寺 多層石塔	35.18835427	128.1916056	BlueCircle	918	1392	경상남도 진주시 문산읍 상문리 325	高麗時代	遺跡建造物
SiteKR176	双井里 三層石塔	36.92861032	127.555321	BlueCircle	918	1392	충청북도 음성군 맹동면 쌍정리 509-3	高麗時代	탑
SiteKR177	凡方洞 三層石塔	35.16280175	128.8635952	BlueCircle	918	1392	부산광역시 강서구 미음동 1530-2	高麗時代	仏塔
SiteKR178	西里 上盤 高麗白磁窯址	37.20060937	127.1675882	BlueCircle	918	1392	경기도 용인시 처인구 이동읍 서리 산163	高麗時代	요지
SiteKR179	馬北里 石仏立像および石塔	37.29492708	127.1130879	BlueCircle	918	1392	경기도 용인시 기흥구 마북동 330-10번지	高麗時代	石塔
SiteKR180	木新里 菩薩像	37.11833835	127.3098284	BlueCircle	918	1392	경기도 용인시 처인구 원삼면 목신리 147-2	高麗時代	彫刻
SiteKR181	白蓮庵址	36.8327813	127.3630398	BlueCircle	918	1392	충청북도 진천군 진천읍 상계리 507-7	高麗時代	절터
SiteKR182	地蔵寺址	36.8137244	127.4125451	BlueCircle	918	1392	충청북도 진천군 진천읍 지암리 821-1	高麗時代	절터
SiteKR183	玉城里 寺址	36.78307451	127.4452762	BlueCircle	918	1392	충청북도 진천군 문백면 옥성리 산57-1	高麗時代	절터
SiteKR184	大門里 寺址	36.8588347	127.3379096	BlueCircle	918	1392	충청북도 진천군 백곡면 대문리 산2-10	高麗時代	절터
SiteKR185	淵谷里 寺址	36.84034043	127.340157	BlueCircle	918	1392	충청북도 진천군 진천읍 연곡리 485-1	高麗時代	절터
SiteKR186	大雲寺址	36.8097887	127.4680276	BlueCircle	918	1392	충청북도 진천군 문백면 평산리 산14	高麗時代	절터
SiteKR187	李氏 墓所	36.87862851	127.4394409	Enpun	918	1392	충청북도 진천군 이월면 사곡리 산137-1	高麗時代	古い墓
SiteKR188	淵谷里 寺址 三層石塔	36.84011362	127.340234	BlueCircle	918	1392	충청북도 진천군 진천읍 연곡리 485-2	高麗時代	建造物
SiteKR189	龍華寺 石造菩薩立像	36.85521573	127.4512829	BlueCircle	918	1392	충청북도 진천군 진천읍 신정리 584-1	高麗時代	建造物
SiteKR190	蘆原里 石造菩薩立像	36.8999692	127.4173016	BlueCircle	918	1392	충청북도 진천군 이월면 노원리 408-12	高麗時代	建造物
SiteKR191	月城里 石仏坐像	36.8473013	127.4205917	BlueCircle	918	1392	충청북도 진천군 진천읍 교성리 산41-100	高麗時代	建造物
